date	time	integration	band	mag	mag_limit	dmag	flux_density	dflux_density	date_unit	time_unit	time_frame	integration_unit	mag_unit	flux_density_unit	extinction_corrected	instrument	dtime	reference
	23.87	150	r'	20.2	0	0.02				days	observer	seconds	AB		False	Liverpool		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	25.17	4560	r'	20.16	0	0.07				days	observer	seconds	AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	26.15	2160	r'	20.22	0	0.05				days	observer	seconds	AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	27.15	5200	r'	20.31	0	0.05				days	observer	seconds	AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	27.91	150	r'	20.42	0	0.03				days	observer	seconds	AB		False	Liverpool		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	28.16	5120	r'	20.38	0	0.05				days	observer	seconds	AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	29.15	5200	r'	20.52	0	0.06				days	observer	seconds	AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	29.19	540	r'	20.49	0	0.05				days	observer	seconds	AB		False	P60		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	30.18	540	r'	20.54	0	0.06				days	observer	seconds	AB		False	P60		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	30.19	3120	r'	20.63	0	0.06				days	observer	seconds	AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	31.15	3920	r'	20.62	0	0.15				days	observer	seconds	AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	32.15	4960	r'	20.73	0	0.06				days	observer	seconds	AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	34.16	540	r'	20.87	0	0.07				days	observer	seconds	AB		False	P60		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	35.17	3680	r'	20.96	0	0.06				days	observer	seconds	AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	37.88	150	r'	21.22	0	0.04				days	observer	seconds	AB		False	Liverpool		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	39.88	150	r'	21.27	0	0.06				days	observer	seconds	AB		False	Liverpool		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	41.16	3840	r'	21.25	0	0.08				days	observer	seconds	AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	45.15	2080	r'	21.33	0	0.12				days	observer	seconds	AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	45.87	150	r'	21.46	0	0.14				days	observer	seconds	AB		False	Liverpool		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	46.15	3120	r'	21.36	0	0.11				days	observer	seconds	AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	47.88	150	r'	21.42	0	0.15				days	observer	seconds	AB		False	Liverpool		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	53.87	150	r'	21.75	0	0.06				days	observer	seconds	AB		False	Liverpool		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	58.87	150	r'	21.81	0	0.06				days	observer	seconds	AB		False	Liverpool		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	62.86	150	r'	21.8	0	0.1				days	observer	seconds	AB		False	Liverpool		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	330.48	200	R	23.26	0	0.06				days	observer	seconds	AB		False	Keck/LRIS		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	632.39	1200	r'	23.15	0	0.04				days	observer	seconds	AB		False	DCT		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	1.17	120	i'	18.42	0	0.04				days	observer	seconds	AB		False	P60		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	1.26	120	i'	18.56	0	0.06				days	observer	seconds	AB		False	P60		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	2.16	7600	i'	19.09	0	0.07				days	observer	seconds	AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	2.21	420	i'	19.12	0	0.04				days	observer	seconds	AB		False	P60		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	3.21	5040	i'	19.59	0	0.06				days	observer	seconds	AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	3.24	450	i'	19.64	0	0.05				days	observer	seconds	AB		False	P60		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	4.17	1320	i'	19.97	0	0.06				days	observer	seconds	AB		False	P60		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	4.21	5360	i'	19.93	0	0.06				days	observer	seconds	AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	5.21	4960	i'	20.05	0	0.12				days	observer	seconds	AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	5.26	540	i'	20.13	0	0.05				days	observer	seconds	AB		False	P60		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	6.2	4880	i'	20.13	0	0.09				days	observer	seconds	AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	6.27	660	i'	20.09	0	0.05				days	observer	seconds	AB		False	P60		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	7.18	660	i'	20.17	0	0.05				days	observer	seconds	AB		False	P60		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	7.19	3280	i'	20.07	0	0.17				days	observer	seconds	AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	8.22	3920	i'	20.1	0	0.07				days	observer	seconds	AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	9.87	130	i'	19.93	0	0.13				days	observer	seconds	AB		False	Liverpool		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	10.87	130	i'	19.86	0	0.16				days	observer	seconds	AB		False	Liverpool		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	11.17	180	i'	19.88	0	0.11				days	observer	seconds	AB		False	P60		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	11.87	130	i'	19.87	0	0.15				days	observer	seconds	AB		False	Liverpool		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	12.19	660	i'	19.94	0	0.04				days	observer	seconds	AB		False	P60		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	12.22	2880	i'	19.91	0	0.05				days	observer	seconds	AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	12.87	130	i'	19.94	0	0.14				days	observer	seconds	AB		False	Liverpool		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	13.16	1280	i'	19.86	0	0.05				days	observer	seconds	AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	13.87	130	i'	20.01	0	0.21				days	observer	seconds	AB		False	Liverpool		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	14.18	3760	i'	19.84	0	0.05				days	observer	seconds	AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	14.19	660	i'	19.86	0	0.06				days	observer	seconds	AB		False	P60		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	15.16	5280	i'	19.83	0	0.05				days	observer	seconds	AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	15.19	660	i'	19.77	0	0.06				days	observer	seconds	AB		False	P60		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	15.87	150	i'	19.91	0	0.1				days	observer	seconds	AB		False	Liverpool		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	16.19	660	i'	20.02	0	0.1				days	observer	seconds	AB		False	P60		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	17.87	150	i'	19.94	0	0.07				days	observer	seconds	AB		False	Liverpool		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	19.87	150	i'	19.88	0	0.05				days	observer	seconds	AB		False	Liverpool		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	21.87	150	i'	19.97	0	0.04				days	observer	seconds	AB		False	Liverpool		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	23.87	150	i'	20.09	0	0.05				days	observer	seconds	AB		False	Liverpool		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	25.17	4560	i'	20.04	0	0.06				days	observer	seconds	AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	26.15	2160	i'	20.09	0	0.05				days	observer	seconds	AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	27.15	5200	i'	20.15	0	0.06				days	observer	seconds	AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	27.91	150	i'	20.18	0	0.02				days	observer	seconds	AB		False	Liverpool		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	28.16	5120	i'	20.21	0	0.05				days	observer	seconds	AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	29.15	5200	i'	20.3	0	0.07				days	observer	seconds	AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	29.22	540	i'	20.31	0	0.06				days	observer	seconds	AB		False	P60		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	30.19	3120	i'	20.41	0	0.07				days	observer	seconds	AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	30.2	540	i'	20.44	0	0.08				days	observer	seconds	AB		False	P60		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	31.15	4000	i'	20.43	0	0.14				days	observer	seconds	AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	32.15	5440	i'	20.52	0	0.07				days	observer	seconds	AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	34.18	540	i'	20.67	0	0.07				days	observer	seconds	AB		False	P60		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	35.17	3680	i'	20.68	0	0.07				days	observer	seconds	AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	37.88	150	i'	21.01	0	0.05				days	observer	seconds	AB		False	Liverpool		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	39.87	150	i'	21.03	0	0.08				days	observer	seconds	AB		False	Liverpool		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	41.16	3840	i'	20.88	0	0.08				days	observer	seconds	AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	45.15	2080	i'	21.05	0	0.11				days	observer	seconds	AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	45.87	150	i'	21.16	0	0.1				days	observer	seconds	AB		False	Liverpool		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	46.15	3120	i'	21.12	0	0.1				days	observer	seconds	AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	47.88	150	i'	21.14	0	0.13				days	observer	seconds	AB		False	Liverpool		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	53.86	150	i'	21.56	0	0.09				days	observer	seconds	AB		False	Liverpool		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	58.86	150	i'	21.65	0	0.09				days	observer	seconds	AB		False	Liverpool		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	62.86	150	i'	21.53	0	0.12				days	observer	seconds	AB		False	Liverpool		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	632.39	1200	i'	23.03	0	0.06				days	observer	seconds	AB		False	DCT		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	2.16	5700	z'	18.91	0	0.09				days	observer	seconds	AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	2.21	870	z'	19.02	0	0.08				days	observer	seconds	AB		False	P60		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	3.21	3780	z'	19.36	0	0.07				days	observer	seconds	AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	3.24	840	z'	19.43	0	0.09				days	observer	seconds	AB		False	P60		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	4.19	1320	z'	19.53	0	0.1				days	observer	seconds	AB		False	P60		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	4.21	4020	z'	19.72	0	0.12				days	observer	seconds	AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	5.2	1020	z'	19.84	0	0.12				days	observer	seconds	AB		False	P60		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	5.21	3720	z'	19.84	0	0.08				days	observer	seconds	AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	6.2	3660	z'	19.94	0	0.11				days	observer	seconds	AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	6.26	540	z'	19.95	0	0.12				days	observer	seconds	AB		False	P60		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	7.18	540	z'	20.04	0	0.11				days	observer	seconds	AB		False	P60		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	7.19	2820	z'	19.71	0	0.35				days	observer	seconds	AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	8.22	2940	z'	19.98	0	0.13				days	observer	seconds	AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	9.87	150	z'	20.11	0	0.12				days	observer	seconds	AB		False	Liverpool		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	10.87	150	z'	19.99	0	0.12				days	observer	seconds	AB		False	Liverpool		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	11.87	150	z'	20.13	0	0.11				days	observer	seconds	AB		False	Liverpool		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	12.22	2160	z'	19.94	0	0.13				days	observer	seconds	AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	12.87	150	z'	20.02	0	0.11				days	observer	seconds	AB		False	Liverpool		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	13.16	960	z'	20.02	0	0.12				days	observer	seconds	AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	13.87	150	z'	19.82	0	0.13				days	observer	seconds	AB		False	Liverpool		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	14.18	2820	z'	19.87	0	0.12				days	observer	seconds	AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	15.16	3960	z'	20.01	0	0.1				days	observer	seconds	AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	15.87	150	z'	20.21	0	0.2				days	observer	seconds	AB		False	Liverpool		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	17.88	150	z'	20.1	0	0.08				days	observer	seconds	AB		False	Liverpool		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	19.88	150	z'	20.08	0	0.05				days	observer	seconds	AB		False	Liverpool		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	21.88	150	z'	20.19	0	0.06				days	observer	seconds	AB		False	Liverpool		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	23.88	150	z'	20.27	0	0.04				days	observer	seconds	AB		False	Liverpool		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	25.17	3300	z'	20.46	0	0.14				days	observer	seconds	AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	26.15	1560	z'	20.06	0	0.13				days	observer	seconds	AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	27.15	3900	z'	20.3	0	0.09				days	observer	seconds	AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	27.9	150	z'	20.33	0	0.07				days	observer	seconds	AB		False	Liverpool		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	28.16	3780	z'	20.23	0	0.09				days	observer	seconds	AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	29.15	3900	z'	20.49	0	0.1				days	observer	seconds	AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	30.19	2340	z'	20.44	0	0.15				days	observer	seconds	AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	31.15	2940	z'	20.45	0	0.11				days	observer	seconds	AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	32.15	4080	z'	20.81	0	0.15				days	observer	seconds	AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	34.15	3660	z'	20.87	0	0.12				days	observer	seconds	AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	35.17	2820	z'	20.96	0	0.14				days	observer	seconds	AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	37.87	150	z'	21.15	0	0.15				days	observer	seconds	AB		False	Liverpool		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	39.87	150	z'	21.33	0	0.2				days	observer	seconds	AB		False	Liverpool		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	45.86	150	z'	21.41	0	0.3				days	observer	seconds	AB		False	Liverpool		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	53.85	150	z'	21.27	0	0.13				days	observer	seconds	AB		False	Liverpool		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	58.85	150	z'	21.6	0	0.2				days	observer	seconds	AB		False	Liverpool		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	62.85	150	z'	21.85	0	0.29				days	observer	seconds	AB		False	Liverpool		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	632.41	1200	z'	23.02	0	0.12				days	observer	seconds	AB		False	DCT		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	2.16	5700	y	18.78	0	0.08				days	observer	seconds	AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	3.21	3780	y	19.23	0	0.08				days	observer	seconds	AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	4.21	4020	y	19.53	0	0.09				days	observer	seconds	AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	5.21	3720	y	19.7	0	0.09				days	observer	seconds	AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	6.2	3660	y	19.79	0	0.07				days	observer	seconds	AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	12.22	2160	y	19.49	0	0.1				days	observer	seconds	AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	13.16	960	y	19.7	0	0.13				days	observer	seconds	AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	14.18	2820	y	19.75	0	0.09				days	observer	seconds	AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	15.16	3960	y	19.73	0	0.11				days	observer	seconds	AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	22.16	2340	y	19.85	0	0.13				days	observer	seconds	AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	25.17	3300	y	19.69	0	0.14				days	observer	seconds	AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	26.15	1560	y	20.0	0	0.13				days	observer	seconds	AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	27.15	3900	y	20.05	0	0.09				days	observer	seconds	AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	28.16	3780	y	20.01	0	0.09				days	observer	seconds	AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	29.15	3900	y	20.03	0	0.1				days	observer	seconds	AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	30.19	2340	y	20.04	0	0.11				days	observer	seconds	AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	31.15	2940	y	20.28	0	0.12				days	observer	seconds	AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	32.15	4080	y	20.0	0	0.11				days	observer	seconds	AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	34.15	3660	y	20.49	0	0.14				days	observer	seconds	AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	35.17	2820	y	20.51	0	0.14				days	observer	seconds	AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	2.16	6380	J	18.75	0	0.09				days	observer	seconds	AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	3.21	4230	J	19.22	0	0.07				days	observer	seconds	AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	4.21	4500	J	19.65	0	0.09				days	observer	seconds	AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	5.21	4160	J	19.64	0	0.1				days	observer	seconds	AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	6.2	4090	J	19.85	0	0.1				days	observer	seconds	AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	14.18	3150	J	20.07	0	0.12				days	observer	seconds	AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	15.16	4430	J	19.86	0	0.11				days	observer	seconds	AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	27.15	4360	J	19.92	0	0.13				days	observer	seconds	AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	28.16	4230	J	20.05	0	0.12				days	observer	seconds	AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	29.15	4360	J	20.23	0	0.13				days	observer	seconds	AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	349.45	132	J	23.18	0	0.32				days	observer	seconds	AB		False	Keck/MOSFIRE		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	2.16	6380	H	18.6	0	0.09				days	observer	seconds	AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	3.21	4230	H	18.96	0	0.08				days	observer	seconds	AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	4.21	4500	H	19.37	0	0.11				days	observer	seconds	AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	5.21	4160	H	19.83	0	0.12				days	observer	seconds	AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	6.2	4090	H	19.89	0	0.13				days	observer	seconds	AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
	349.44	79	K_s	22.29	1					days	observer	seconds	AB		False	Keck/MOSFIRE		https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
2013-07-11	9.04484	9X300	g	20.54	0	0.19	25.4	9.2	yyyy-mm-deciday	days	observer	seconds	AB	microJy	False	REM		https://ui.adsabs.harvard.edu/abs/2015A%26A...577A.116D/abstract
2013-07-13	11.05959	9X300	g	20.56	0	0.08	25.1	3.6	yyyy-mm-deciday	days	observer	seconds	AB	microJy	False	REM		https://ui.adsabs.harvard.edu/abs/2015A%26A...577A.116D/abstract
2013-07-15	13.10455	9X300	g	20.4	0	0.11	28.9	5.9	yyyy-mm-deciday	days	observer	seconds	AB	microJy	False	REM		https://ui.adsabs.harvard.edu/abs/2015A%26A...577A.116D/abstract
2013-07-16	14.10692	9X300	g	20.45	0	0.13	27.6	6.9	yyyy-mm-deciday	days	observer	seconds	AB	microJy	False	REM		https://ui.adsabs.harvard.edu/abs/2015A%26A...577A.116D/abstract
2013-07-18	16.0611	9X300	g	20.32	0	0.22	31.3	13.0	yyyy-mm-deciday	days	observer	seconds	AB	microJy	False	REM		https://ui.adsabs.harvard.edu/abs/2015A%26A...577A.116D/abstract
2013-07-19	17.0998	9X300	g	21.56	0	0.41	10.0	8.7	yyyy-mm-deciday	days	observer	seconds	AB	microJy	False	REM		https://ui.adsabs.harvard.edu/abs/2015A%26A...577A.116D/abstract
2013-07-25	22.99765	9X300	g	21.36	0	0.13	12.0	3.0	yyyy-mm-deciday	days	observer	seconds	AB	microJy	False	REM		https://ui.adsabs.harvard.edu/abs/2015A%26A...577A.116D/abstract
2013-07-11	9.04484	9X300	r	19.96	0	0.09	43.5	4.9	yyyy-mm-deciday	days	observer	seconds	AB	microJy	False	REM		https://ui.adsabs.harvard.edu/abs/2015A%26A...577A.116D/abstract
2013-07-13	11.05959	9X300	r	19.91	0	0.07	45.3	4.1	yyyy-mm-deciday	days	observer	seconds	AB	microJy	False	REM		https://ui.adsabs.harvard.edu/abs/2015A%26A...577A.116D/abstract
2013-07-15	13.10455	9X300	r	19.75	0	0.1	52.6	6.7	yyyy-mm-deciday	days	observer	seconds	AB	microJy	False	REM		https://ui.adsabs.harvard.edu/abs/2015A%26A...577A.116D/abstract
2013-07-16	14.10692	9X300	r	19.62	0	0.14	59.5	10.0	yyyy-mm-deciday	days	observer	seconds	AB	microJy	False	REM		https://ui.adsabs.harvard.edu/abs/2015A%26A...577A.116D/abstract
2013-07-18	16.0611	9X300	r	19.81	0	0.16	49.8	10.0	yyyy-mm-deciday	days	observer	seconds	AB	microJy	False	REM		https://ui.adsabs.harvard.edu/abs/2015A%26A...577A.116D/abstract
2013-07-19	17.0998	9X300	r	19.88	0	0.16	46.6	9.5	yyyy-mm-deciday	days	observer	seconds	AB	microJy	False	REM		https://ui.adsabs.harvard.edu/abs/2015A%26A...577A.116D/abstract
