date	time	integration	band	mag	mag_limit	dmag	flux_density	dflux_density	date_unit	time_unit	time_frame	integration_unit	mag_unit	flux_density_unit	extinction_corrected	instrument	dtime	reference
2013-07-25	22.99765	9X300	r	20.01	0	0.15	41.6	7.4	yyyy-mm-deciday	days	observer	seconds	AB	microJy	False	REM		https://ui.adsabs.harvard.edu/abs/2015A%26A...577A.116D/abstract
2013-07-03T17:38:18	1.7083		R	18.88	0	0.04			utc	days	observer		AB		False	AZT-22		https://ui.adsabs.harvard.edu/abs/2017MNRAS.467.3500V/abstract
2013-07-03T17:40:00	1.7554		clear	18.89	0	0.03			utc	days	observer		AB		False	AS-32		https://ui.adsabs.harvard.edu/abs/2017MNRAS.467.3500V/abstract
2013-07-04T16:49:20	2.6743		R	19.43	0	0.04			utc	days	observer		AB		False	AZT-22		https://ui.adsabs.harvard.edu/abs/2017MNRAS.467.3500V/abstract
2013-07-04T19:32:52	2.7864		clear	19.33	0	0.07			utc	days	observer		AB		False	AS-32		https://ui.adsabs.harvard.edu/abs/2017MNRAS.467.3500V/abstract
2013-07-05T16:25:11	3.6592		R	19.79	0	0.02			utc	days	observer		AB		False	AZT-22		https://ui.adsabs.harvard.edu/abs/2017MNRAS.467.3500V/abstract
2013-07-05T20:23:21	3.8377		R	19.86	0	0.02			utc	days	observer		AB		False	ZTSh		https://ui.adsabs.harvard.edu/abs/2017MNRAS.467.3500V/abstract
2013-07-06T16:20:12	4.654		R	19.89	0	0.03			utc	days	observer		AB		False	AZT-22		https://ui.adsabs.harvard.edu/abs/2017MNRAS.467.3500V/abstract
2013-07-07T16:45:34	5.6716		R	20.01	0	0.04			utc	days	observer		AB		False	AZT-22		https://ui.adsabs.harvard.edu/abs/2017MNRAS.467.3500V/abstract
2013-07-08T16:49:14	6.6759		R	19.99	0	0.05			utc	days	observer		AB		False	AZT-22		https://ui.adsabs.harvard.edu/abs/2017MNRAS.467.3500V/abstract
2013-07-09T16:50:52	7.677		R	19.91	0	0.04			utc	days	observer		AB		False	AZT-22		https://ui.adsabs.harvard.edu/abs/2017MNRAS.467.3500V/abstract
2013-07-10T17:31:29	8.6931		R	19.83	0	0.03			utc	days	observer		AB		False	AZT-22		https://ui.adsabs.harvard.edu/abs/2017MNRAS.467.3500V/abstract
2013-07-11T16:50:14	9.6644		R	19.8	0	0.03			utc	days	observer		AB		False	AZT-22		https://ui.adsabs.harvard.edu/abs/2017MNRAS.467.3500V/abstract
2013-07-12T17:19:13	10.6846		R	19.78	0	0.03			utc	days	observer		AB		False	AZT-22		https://ui.adsabs.harvard.edu/abs/2017MNRAS.467.3500V/abstract
2013-07-13T20:26:12	11.8144		R	19.71	0	0.04			utc	days	observer		AB		False	Z-1000/CrAO		https://ui.adsabs.harvard.edu/abs/2017MNRAS.467.3500V/abstract
2013-07-14T17:08:02	12.6768		R	19.7	0	0.04			utc	days	observer		AB		False	AZT-22		https://ui.adsabs.harvard.edu/abs/2017MNRAS.467.3500V/abstract
2013-07-15T16:44:09	13.6602		R	19.69	0	0.04			utc	days	observer		AB		False	AZT-22		https://ui.adsabs.harvard.edu/abs/2017MNRAS.467.3500V/abstract
2013-07-15T19:23:12	13.7853		clear	19.65	0	0.06			utc	days	observer		AB		False	AS-32		https://ui.adsabs.harvard.edu/abs/2017MNRAS.467.3500V/abstract
2013-07-15T19:41:31	13.7988		R	19.69	0	0.04			utc	days	observer		AB		False	Z-1000/CrAO		https://ui.adsabs.harvard.edu/abs/2017MNRAS.467.3500V/abstract
2013-07-16T17:25:47	14.6891		R	19.65	0	0.05			utc	days	observer		AB		False	AZT-22		https://ui.adsabs.harvard.edu/abs/2017MNRAS.467.3500V/abstract
2013-07-16T21:08:17	14.8524		R	19.68	0	0.07			utc	days	observer		AB		False	Z-1000/CrAO		https://ui.adsabs.harvard.edu/abs/2017MNRAS.467.3500V/abstract
2013-07-16T21:30:57	14.8678		clear	19.58	0	0.07			utc	days	observer		AB		False	AS-32		https://ui.adsabs.harvard.edu/abs/2017MNRAS.467.3500V/abstract
2013-07-18T16:56:54	16.6691		R	19.62	0	0.04			utc	days	observer		AB		False	AZT-22		https://ui.adsabs.harvard.edu/abs/2017MNRAS.467.3500V/abstract
2013-07-19T16:54:58	17.6677		R	19.74	0	0.04			utc	days	observer		AB		False	AZT-22		https://ui.adsabs.harvard.edu/abs/2017MNRAS.467.3500V/abstract
2013-07-21T17:29:40	19.6918		R	19.72	0	0.05			utc	days	observer		AB		False	AZT-22		https://ui.adsabs.harvard.edu/abs/2017MNRAS.467.3500V/abstract
2013-07-23T17:23:24	21.6875		R	19.75	0	0.05			utc	days	observer		AB		False	AZT-22		https://ui.adsabs.harvard.edu/abs/2017MNRAS.467.3500V/abstract
2013-08-03T19:40:37	32.793		R	20.7	0	0.03			utc	days	observer		AB		False	ZTSh		https://ui.adsabs.harvard.edu/abs/2017MNRAS.467.3500V/abstract
2013-08-04T18:55:51	33.7762		R	20.71	0	0.03			utc	days	observer		AB		False	ZTSh		https://ui.adsabs.harvard.edu/abs/2017MNRAS.467.3500V/abstract
2013-08-15T11:43:16	44.4624		R	21.13	0	0.12			utc	days	observer		AB		False	AZT-22		https://ui.adsabs.harvard.edu/abs/2017MNRAS.467.3500V/abstract
2013-08-18T11:38:02	47.4688		R	21.44	0	0.11			utc	days	observer		AB		False	AZT-22		https://ui.adsabs.harvard.edu/abs/2017MNRAS.467.3500V/abstract
2013-08-28T11:48:54	57.4622		R	21.77	0	0.07			utc	days	observer		AB		False	AZT-22		https://ui.adsabs.harvard.edu/abs/2017MNRAS.467.3500V/abstract
2013-08-28T18:39:39	57.7404		R	21.83	0	0.14			utc	days	observer		AB		False	RTT-150		https://ui.adsabs.harvard.edu/abs/2017MNRAS.467.3500V/abstract
2013-09-27T20:02:28	88.3032		R	22.4	0	0.09			utc	days	observer		AB		False	NOT		https://ui.adsabs.harvard.edu/abs/2017MNRAS.467.3500V/abstract
2014-03-30T18:48:51	271.7885		R	22.66	0	0.1			utc	days	observer		AB		False	AZT-33IK		https://ui.adsabs.harvard.edu/abs/2017MNRAS.467.3500V/abstract
2014-05-28T18:59:39	361.7866		R	22.71	0	0.08			utc	days	observer		AB		False	ZTSh		https://ui.adsabs.harvard.edu/abs/2017MNRAS.467.3500V/abstract
2013-07-07T17:18:43	5.6947		UVB	20.56	0	0.08			utc	days	observer		AB		False	AZT-22		https://ui.adsabs.harvard.edu/abs/2017MNRAS.467.3500V/abstract
2013-07-10T16:40:59	8.6581		UVB	20.46	0	0.08			utc	days	observer		AB		False	AZT-22		https://ui.adsabs.harvard.edu/abs/2017MNRAS.467.3500V/abstract
2013-07-12T17:52:31	10.7077		UVB	20.65	0	0.07			utc	days	observer		AB		False	AZT-22		https://ui.adsabs.harvard.edu/abs/2017MNRAS.467.3500V/abstract
2013-07-13T20:39:28	11.8607		UVB	20.51	0	0.25			utc	days	observer		AB		False	Z-1000/CrAO		https://ui.adsabs.harvard.edu/abs/2017MNRAS.467.3500V/abstract
2013-07-14T17:29:51	13.692		UVB	20.64	0	0.06			utc	days	observer		AB		False	AZT-22		https://ui.adsabs.harvard.edu/abs/2017MNRAS.467.3500V/abstract
2013-08-03T18:47:33	32.7642		UVB	22.29	0	0.07			utc	days	observer		AB		False	ZTSh		https://ui.adsabs.harvard.edu/abs/2017MNRAS.467.3500V/abstract
2014-05-28T20:35:56	361.8417		UVB	23.54	0	0.2			utc	days	observer		AB		False	ZTSh		https://ui.adsabs.harvard.edu/abs/2017MNRAS.467.3500V/abstract
2013-07-02T04:18:00	0.18		R	17.38	0	0.04			utc	days	observer		AB		False	P48		https://ui.adsabs.harvard.edu/abs/2015ApJ...806...52S/abstract
2013-07-02T05:10:00	0.21		R	17.52	0	0.04			utc	days	observer		AB		False	P48		https://ui.adsabs.harvard.edu/abs/2015ApJ...806...52S/abstract
2013-07-03T04:13:00	1.17		g	18.8	0	0.04			utc	days	observer		AB		False	P60		https://ui.adsabs.harvard.edu/abs/2015ApJ...806...52S/abstract
2013-07-03T04:15:00	1.17		i	18.42	0	0.04			utc	days	observer		AB		False	P60		https://ui.adsabs.harvard.edu/abs/2015ApJ...806...52S/abstract
2013-07-03T06:16:00	1.26		i	18.56	0	0.06			utc	days	observer		AB		False	P60		https://ui.adsabs.harvard.edu/abs/2015ApJ...806...52S/abstract
2013-07-03T06:17:00	1.26		r	18.66	0	0.05			utc	days	observer		AB		False	P60		https://ui.adsabs.harvard.edu/abs/2015ApJ...806...52S/abstract
2013-07-03T06:20:00	1.26		g	18.86	0	0.04			utc	days	observer		AB		False	P60		https://ui.adsabs.harvard.edu/abs/2015ApJ...806...52S/abstract
2013-07-04T04:53:00	2.2		Z	18.85	0	0.03			utc	days	observer		AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2015ApJ...806...52S/abstract
2013-07-04T04:53:00	2.2		y	18.7	0	0.03			utc	days	observer		AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2015ApJ...806...52S/abstract
2013-07-04T04:53:00	2.2		J	18.72	0	0.03			utc	days	observer		AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2015ApJ...806...52S/abstract
2013-07-04T04:53:00	2.2		H	18.56	0	0.03			utc	days	observer		AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2015ApJ...806...52S/abstract
2013-07-04T04:53:00	2.2		r	19.22	0	0.01			utc	days	observer		AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2015ApJ...806...52S/abstract
2013-07-04T04:53:00	2.2		i	19.06	0	0.02			utc	days	observer		AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2015ApJ...806...52S/abstract
2013-07-04T05:00:00	2.2		i	19.12	0	0.04			utc	days	observer		AB		False	P60		https://ui.adsabs.harvard.edu/abs/2015ApJ...806...52S/abstract
2013-07-04T05:01:00	2.21		r	19.32	0	0.04			utc	days	observer		AB		False	P60		https://ui.adsabs.harvard.edu/abs/2015ApJ...806...52S/abstract
2013-07-04T05:08:00	2.21		g	19.52	0	0.04			utc	days	observer		AB		False	P60		https://ui.adsabs.harvard.edu/abs/2015ApJ...806...52S/abstract
2013-07-04T05:10:00	2.21		UVB	19.74	0	0.06			utc	days	observer		AB		False	P60		https://ui.adsabs.harvard.edu/abs/2015ApJ...806...52S/abstract
2013-07-04T05:11:00	2.21		z	19.02	0	0.08			utc	days	observer		AB		False	P60		https://ui.adsabs.harvard.edu/abs/2015ApJ...806...52S/abstract
2013-07-05T05:02:00	3.21		UVB	20.12	0	0.08			utc	days	observer		AB		False	P60		https://ui.adsabs.harvard.edu/abs/2015ApJ...806...52S/abstract
2013-07-05T05:40:00	3.23		g	20.02	0	0.05			utc	days	observer		AB		False	P60		https://ui.adsabs.harvard.edu/abs/2015ApJ...806...52S/abstract
2013-07-05T05:47:00	3.24		i	19.64	0	0.05			utc	days	observer		AB		False	P60		https://ui.adsabs.harvard.edu/abs/2015ApJ...806...52S/abstract
2013-07-05T05:48:00	3.24		z	19.43	0	0.09			utc	days	observer		AB		False	P60		https://ui.adsabs.harvard.edu/abs/2015ApJ...806...52S/abstract
2013-07-05T06:04:00	3.25		r	19.7	0	0.08			utc	days	observer		AB		False	P60		https://ui.adsabs.harvard.edu/abs/2015ApJ...806...52S/abstract
2013-07-06T04:13:00	4.17		i	19.97	0	0.06			utc	days	observer		AB		False	P60		https://ui.adsabs.harvard.edu/abs/2015ApJ...806...52S/abstract
2013-07-06T04:24:00	4.18		r	19.97	0	0.04			utc	days	observer		AB		False	P60		https://ui.adsabs.harvard.edu/abs/2015ApJ...806...52S/abstract
2013-07-06T04:34:00	4.19		z	19.53	0	0.1			utc	days	observer		AB		False	P60		https://ui.adsabs.harvard.edu/abs/2015ApJ...806...52S/abstract
2013-07-06T04:44:00	4.19		g	20.22	0	0.04			utc	days	observer		AB		False	P60		https://ui.adsabs.harvard.edu/abs/2015ApJ...806...52S/abstract
2013-07-06T04:54:00	4.2		UVB	20.53	0	0.07			utc	days	observer		AB		False	P60		https://ui.adsabs.harvard.edu/abs/2015ApJ...806...52S/abstract
2013-07-06T06:05:00	4.25		y	19.46	0	0.05			utc	days	observer		AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2015ApJ...806...52S/abstract
2013-07-06T06:05:00	4.25		J	19.64	0	0.07			utc	days	observer		AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2015ApJ...806...52S/abstract
2013-07-06T06:05:00	4.25		H	19.36	0	0.08			utc	days	observer		AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2015ApJ...806...52S/abstract
2013-07-06T06:05:00	4.25		i	19.89	0	0.03			utc	days	observer		AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2015ApJ...806...52S/abstract
2013-07-06T06:05:00	4.25		r	19.86	0	0.02			utc	days	observer		AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2015ApJ...806...52S/abstract
2013-07-06T06:05:00	4.25		Z	19.68	0	0.05			utc	days	observer		AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2015ApJ...806...52S/abstract
2013-07-07T04:55:00	5.2		z	19.84	0	0.12			utc	days	observer		AB		False	P60		https://ui.adsabs.harvard.edu/abs/2015ApJ...806...52S/abstract
2013-07-07T05:59:00	5.25		UVB	20.75	0	0.08			utc	days	observer		AB		False	P60		https://ui.adsabs.harvard.edu/abs/2015ApJ...806...52S/abstract
2013-07-07T06:20:00	5.26		Z	19.76	0	0.04			utc	days	observer		AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2015ApJ...806...52S/abstract
2013-07-07T06:20:00	5.26		y	19.69	0	0.05			utc	days	observer		AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2015ApJ...806...52S/abstract
2013-07-07T06:20:00	5.26		r	19.94	0	0.02			utc	days	observer		AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2015ApJ...806...52S/abstract
2013-07-07T06:20:00	5.26		H	19.69	0	0.08			utc	days	observer		AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2015ApJ...806...52S/abstract
2013-07-07T06:20:00	5.26		J	19.64	0	0.06			utc	days	observer		AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2015ApJ...806...52S/abstract
2013-07-07T06:20:00	5.26		i	20.02	0	0.02			utc	days	observer		AB		False	RATIR		https://ui.adsabs.harvard.edu/abs/2015ApJ...806...52S/abstract
2013-07-07T06:20:00	5.26		i	20.13	0	0.05			utc	days	observer		AB		False	P60		https://ui.adsabs.harvard.edu/abs/2015ApJ...806...52S/abstract
2013-07-07T06:30:00	5.27		r	20.0	0	0.04			utc	days	observer		AB		False	P60		https://ui.adsabs.harvard.edu/abs/2015ApJ...806...52S/abstract
2013-07-07T06:40:00	5.27		g	20.35	0	0.04			utc	days	observer		AB		False	P60		https://ui.adsabs.harvard.edu/abs/2015ApJ...806...52S/abstract
2013-07-08T06:03:00	6.25		UVB	20.68	0	0.06			utc	days	observer		AB		False	P60		https://ui.adsabs.harvard.edu/abs/2015ApJ...806...52S/abstract
2013-07-08T06:19:00	6.26		z	19.95	0	0.12			utc	days	observer		AB		False	P60		https://ui.adsabs.harvard.edu/abs/2015ApJ...806...52S/abstract
2013-07-08T06:29:00	6.27		i	20.09	0	0.05			utc	days	observer		AB		False	P60		https://ui.adsabs.harvard.edu/abs/2015ApJ...806...52S/abstract
2013-07-08T06:37:00	6.27		r	20.04	0	0.04			utc	days	observer		AB		False	P60		https://ui.adsabs.harvard.edu/abs/2015ApJ...806...52S/abstract
2013-07-08T06:46:00	6.28		g	20.31	0	0.04			utc	days	observer		AB		False	P60		https://ui.adsabs.harvard.edu/abs/2015ApJ...806...52S/abstract
2013-07-09T04:09:00	7.17		UVB	20.77	0	0.12			utc	days	observer		AB		False	P60		https://ui.adsabs.harvard.edu/abs/2015ApJ...806...52S/abstract
2013-07-09T04:19:00	7.18		z	20.04	0	0.11			utc	days	observer		AB		False	P60		https://ui.adsabs.harvard.edu/abs/2015ApJ...806...52S/abstract
2013-07-09T04:29:00	7.18		i	20.17	0	0.05			utc	days	observer		AB		False	P60		https://ui.adsabs.harvard.edu/abs/2015ApJ...806...52S/abstract
2013-07-09T04:39:00	7.19		r	20.06	0	0.04			utc	days	observer		AB		False	P60		https://ui.adsabs.harvard.edu/abs/2015ApJ...806...52S/abstract
2013-07-09T04:49:00	7.2		g	20.32	0	0.04			utc	days	observer		AB		False	P60		https://ui.adsabs.harvard.edu/abs/2015ApJ...806...52S/abstract
