instrument	band	date	time	mag	mag_limit	dmag	dmag2	mag_unit	time_unit	date_unit
Kyoto (Many	observatories)	R	2728.0741376	0.08994	13.06	0	00.020	0.028	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.0745476	0.09035	13.048	0	00.026	0.033	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.0749676	0.09077	13.054	0	00.009	0.022	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.0753876	0.09119	13.068	0	00.004	0.021	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.0758076	0.09161	13.066	0	00.020	0.028	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.0762276	0.09203	13.082	0	00.004	0.021	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.0766576	0.09246	13.068	0	00.003	0.020	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.0770776	0.09288	13.082	0	00.019	0.028	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.0775076	0.09331	13.096	0	00.003	0.020	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.0779376	0.09374	13.111	0	00.000	0.020	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.0788076	0.09461	13.113	0	00.025	0.032	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.0792476	0.09505	13.155	0	00.033	0.039	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.0796876	0.09549	13.118	0	00.009	0.022	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.0801276	0.09593	13.118	0	00.004	0.021	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.0805676	0.09637	13.12	0	00.021	0.029	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.0810176	0.09682	13.149	0	00.009	0.022	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.0814576	0.09726	13.127	0	00.009	0.022	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.0819076	0.09771	13.151	0	00.014	0.025	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.0823576	0.09816	13.142	0	00.011	0.023	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.0828176	0.09862	13.15	0	00.001	0.020	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.0832676	0.09907	13.171	0	00.009	0.022	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.0837276	0.09953	13.17	0	00.013	0.024	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.0841876	0.09999	13.16	0	00.022	0.030	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.0846476	0.10045	13.182	0	00.009	0.022	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.0851076	0.10091	13.155	0	00.010	0.022	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.0855776	0.10138	13.159	0	00.008	0.022	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.0860476	0.10185	13.224	0	00.037	0.042	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.0865176	0.10232	13.19	0	00.018	0.027	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.0869876	0.10279	13.169	0	00.019	0.028	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.0874576	0.10326	13.208	0	00.000	0.020	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.0879376	0.10374	13.178	0	00.007	0.021	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.0884176	0.10422	13.195	0	00.008	0.022	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.0888976	0.1047	13.195	0	00.024	0.031	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.0893776	0.10518	13.238	0	00.017	0.026	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.0898976	0.1057	13.226	0	00.009	0.022	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.0903576	0.10616	13.233	0	00.001	0.020	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.0908476	0.10665	13.183	0	00.005	0.021	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.0913376	0.10714	13.253	0	00.012	0.023	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.0918276	0.10763	13.226	0	00.004	0.021	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.0923276	0.10813	13.278	0	00.016	0.026	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.0928276	0.10863	13.248	0	00.005	0.021	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.0933276	0.10913	13.252	0	00.008	0.022	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.0938276	0.10963	13.272	0	00.007	0.021	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.0943376	0.11014	13.268	0	00.019	0.028	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.0948476	0.11065	13.244	0	00.003	0.020	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.0953576	0.11116	13.29	0	00.009	0.022	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.0958676	0.11167	13.24	0	00.000	0.020	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.0963876	0.11219	13.275	0	00.027	0.034	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.0969076	0.11271	13.292	0	00.010	0.022	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.0974276	0.11323	13.308	0	00.010	0.022	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.0979476	0.11375	13.325	0	00.036	0.041	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.0984676	0.11427	13.322	0	00.010	0.022	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.0989976	0.1148	13.351	0	00.016	0.026	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.0995276	0.11533	13.34	0	00.006	0.021	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1000576	0.11586	13.305	0	00.005	0.021	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1005976	0.1164	13.322	0	00.010	0.022	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1011376	0.11694	13.284	0	00.025	0.032	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1016676	0.11747	13.327	0	00.007	0.021	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1022176	0.11802	13.299	0	00.001	0.020	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1027576	0.11856	13.326	0	00.005	0.021	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1033076	0.11911	13.333	0	00.011	0.023	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1038576	0.11966	13.351	0	00.006	0.021	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1044076	0.12021	13.346	0	00.016	0.026	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1049676	0.12077	13.363	0	00.006	0.021	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1055176	0.12132	13.387	0	00.005	0.021	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1060776	0.12188	13.38	0	00.018	0.027	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1066476	0.12245	13.376	0	00.010	0.022	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1072076	0.12301	13.359	0	00.004	0.021	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1077776	0.12358	13.405	0	00.013	0.024	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1083476	0.12415	13.352	0	00.015	0.025	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1089176	0.12472	13.421	0	00.015	0.025	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1094976	0.1253	13.369	0	00.008	0.022	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1100776	0.12588	13.353	0	00.007	0.021	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1106576	0.12646	13.378	0	00.015	0.025	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1112376	0.12704	13.446	0	00.002	0.020	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1118276	0.12763	13.449	0	00.019	0.028	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1124176	0.12822	13.39	0	00.005	0.021	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1130076	0.12881	13.421	0	00.011	0.023	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1135976	0.1294	13.427	0	00.018	0.027	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1141976	0.13	13.418	0	00.012	0.023	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1147976	0.1306	13.402	0	00.009	0.022	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1153976	0.1312	13.451	0	00.019	0.028	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1160076	0.13181	13.413	0	00.008	0.022	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1166176	0.13242	13.439	0	00.019	0.028	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1172276	0.13303	13.48	0	00.010	0.022	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1178376	0.13364	13.433	0	00.000	0.020	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1184576	0.13426	13.456	0	00.015	0.025	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1190776	0.13488	13.458	0	00.009	0.022	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1196976	0.1355	13.451	0	00.020	0.028	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1203276	0.13613	13.466	0	00.001	0.020	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1209576	0.13676	13.495	0	00.013	0.024	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1215876	0.13739	13.478	0	00.005	0.021	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1222176	0.13802	13.509	0	00.015	0.025	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1228576	0.13866	13.491	0	00.011	0.023	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1234976	0.1393	13.52	0	00.014	0.025	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1241376	0.13994	13.532	0	00.018	0.027	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1247876	0.14059	13.538	0	00.013	0.024	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1254376	0.14124	13.549	0	00.012	0.023	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1260876	0.14189	13.521	0	00.009	0.022	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1267376	0.14254	13.526	0	00.035	0.040	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1273976	0.1432	13.539	0	00.007	0.021	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1280576	0.14386	13.569	0	00.026	0.033	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1287276	0.14453	13.497	0	00.004	0.021	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1293876	0.14519	13.557	0	00.008	0.022	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1300576	0.14586	13.574	0	00.006	0.021	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1307376	0.14654	13.58	0	00.015	0.025	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1314076	0.14721	13.55	0	00.011	0.023	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1320876	0.14789	13.572	0	00.020	0.028	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1327776	0.14858	13.592	0	00.029	0.035	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1334576	0.14926	13.59	0	00.020	0.028	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1341476	0.14995	13.588	0	00.016	0.026	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1348376	0.15064	13.59	0	00.026	0.033	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1355376	0.15134	13.589	0	00.023	0.031	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1362376	0.15204	13.59	0	00.012	0.023	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1369376	0.15274	13.6	0	00.012	0.023	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1376376	0.15344	13.662	0	00.017	0.026	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1383476	0.15415	13.615	0	00.015	0.025	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1390576	0.15486	13.618	0	00.016	0.026	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1397776	0.15558	13.627	0	00.039	0.044	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1404976	0.1563	13.613	0	00.008	0.022	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1412176	0.15702	13.646	0	00.021	0.029	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1419376	0.15774	13.643	0	00.014	0.025	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1426676	0.15847	13.647	0	00.027	0.034	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1433976	0.1592	13.663	0	00.013	0.024	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1441376	0.15994	13.685	0	00.016	0.026	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1448776	0.16068	13.643	0	00.022	0.030	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1456176	0.16142	13.639	0	00.016	0.026	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1463576	0.16216	13.653	0	00.025	0.032	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1471076	0.16291	13.66	0	00.011	0.023	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1478576	0.16366	13.689	0	00.015	0.025	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1486176	0.16442	13.669	0	00.029	0.035	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1493776	0.16518	13.69	0	00.009	0.022	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1501376	0.16594	13.688	0	00.018	0.027	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1508976	0.1667	13.696	0	00.014	0.025	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1516676	0.16747	13.675	0	00.015	0.025	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1524476	0.16825	13.686	0	00.021	0.029	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1532176	0.16902	13.717	0	00.004	0.021	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1539976	0.1698	13.694	0	00.014	0.025	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1547876	0.17059	13.692	0	00.015	0.025	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1555676	0.17137	13.723	0	00.007	0.021	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1563676	0.17217	13.721	0	00.016	0.026	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1571576	0.17296	13.733	0	00.017	0.026	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1579576	0.17376	13.732	0	00.013	0.024	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1587576	0.17456	13.714	0	00.026	0.033	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1595676	0.17537	13.726	0	00.016	0.026	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1603776	0.17618	13.754	0	00.021	0.029	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1611876	0.17699	13.703	0	00.011	0.023	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1620076	0.17781	13.716	0	00.013	0.024	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1628276	0.17863	13.719	0	00.022	0.030	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1636476	0.17945	13.732	0	00.013	0.024	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1644776	0.18028	13.735	0	00.007	0.021	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1653076	0.18111	13.74	0	00.010	0.022	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1661476	0.18195	13.704	0	00.013	0.024	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1669876	0.18279	13.71	0	00.019	0.028	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1678276	0.18363	13.747	0	00.024	0.031	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1686776	0.18448	13.74	0	00.014	0.025	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1695276	0.18533	13.733	0	00.024	0.031	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1703876	0.18619	13.794	0	00.009	0.022	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1712376	0.18704	13.799	0	00.018	0.027	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1721076	0.18791	13.776	0	00.007	0.021	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1729776	0.18878	13.768	0	00.010	0.022	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1738476	0.18965	13.788	0	00.010	0.022	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1747176	0.19052	13.797	0	00.025	0.032	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1755976	0.1914	13.747	0	00.015	0.025	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1764876	0.19229	13.81	0	00.023	0.031	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1773676	0.19317	13.775	0	00.024	0.031	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1782576	0.19406	13.788	0	00.016	0.026	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1791576	0.19496	13.801	0	00.019	0.028	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1800576	0.19586	13.802	0	00.011	0.023	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1809576	0.19676	13.791	0	00.030	0.036	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1818676	0.19767	13.801	0	00.015	0.025	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1827876	0.19859	13.83	0	00.017	0.026	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1836976	0.1995	13.788	0	00.027	0.034	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1846176	0.20042	13.796	0	00.014	0.025	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1855476	0.20135	13.825	0	00.019	0.028	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1864776	0.20228	13.839	0	00.022	0.030	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1874076	0.20321	13.857	0	00.024	0.031	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1883476	0.20415	13.833	0	00.019	0.028	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1892876	0.20509	13.831	0	00.004	0.021	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1902376	0.20604	13.849	0	00.011	0.023	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1911876	0.20699	13.833	0	00.017	0.026	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1921376	0.20794	13.81	0	00.005	0.021	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1930976	0.2089	13.898	0	00.009	0.022	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1940676	0.20987	13.857	0	00.008	0.022	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1950376	0.21084	13.826	0	00.025	0.032	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1960076	0.21181	13.857	0	00.052	0.056	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1969876	0.21279	13.896	0	00.009	0.022	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1979676	0.21377	13.859	0	00.007	0.021	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1989576	0.21476	13.844	0	00.010	0.022	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.1999476	0.21575	13.859	0	00.021	0.029	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.2009376	0.21674	13.846	0	00.011	0.023	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.2019376	0.21774	13.869	0	00.020	0.028	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.2029476	0.21875	13.883	0	00.024	0.031	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.2039576	0.21976	13.897	0	00.018	0.027	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.2049676	0.22077	13.881	0	00.016	0.026	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.2059876	0.22179	13.878	0	00.014	0.025	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.2070176	0.22282	13.89	0	00.021	0.029	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.2080376	0.22384	13.969	0	00.019	0.028	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.2090776	0.22488	13.944	0	00.012	0.023	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.2101176	0.22592	13.982	0	00.000	0.020	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.2111576	0.22696	13.944	0	00.005	0.021	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.2122076	0.22801	13.972	0	00.022	0.030	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.2132576	0.22906	13.917	0	00.016	0.026	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.2143176	0.23012	13.945	0	00.037	0.042	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.2153776	0.23118	14.015	0	00.029	0.035	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.2164476	0.23225	13.917	0	00.007	0.021	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.2175176	0.23332	13.926	0	00.023	0.031	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.2185876	0.23439	14.001	0	00.017	0.026	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.2196776	0.23548	13.977	0	00.015	0.025	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.2207576	0.23656	14.043	0	00.032	0.038	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.2218576	0.23766	13.984	0	00.005	0.021	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.2229476	0.23875	13.933	0	00.025	0.032	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.2240476	0.23985	13.999	0	00.010	0.022	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.2251576	0.24096	14.013	0	00.016	0.026	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.2262676	0.24207	14.021	0	00.029	0.035	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.2273876	0.24319	13.961	0	00.032	0.038	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.2285076	0.24431	14.023	0	00.024	0.031	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.2296376	0.24544	14.034	0	00.059	0.062	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.2307676	0.24657	14.034	0	00.038	0.043	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.2319076	0.24771	14.069	0	00.017	0.026	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.2330476	0.24885	14.012	0	00.018	0.027	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.2341976	0.25	14.011	0	00.024	0.031	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.2353576	0.25116	14.052	0	00.014	0.025	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.2365176	0.25232	14.017	0	00.007	0.021	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.2376776	0.25348	14.027	0	00.007	0.021	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.2388476	0.25465	14.059	0	00.023	0.031	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.2400276	0.25583	14.037	0	00.021	0.029	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.2412076	0.25701	14.077	0	00.007	0.021	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.2423976	0.2582	14.075	0	00.022	0.030	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.2435876	0.25939	14.042	0	00.014	0.025	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.2447776	0.26058	14.082	0	00.019	0.028	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.2459876	0.26179	14.092	0	00.010	0.022	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.2471876	0.26299	14.075	0	00.015	0.025	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.2484076	0.26421	14.087	0	00.035	0.040	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.2496276	0.26543	14.079	0	00.011	0.023	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.2508476	0.26665	14.132	0	00.028	0.034	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.2520776	0.26788	14.105	0	00.018	0.027	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.2533176	0.26912	14.122	0	00.028	0.034	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.2545576	0.27036	14.129	0	00.011	0.023	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.2558076	0.27161	14.135	0	00.023	0.031	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.2570576	0.27286	14.099	0	00.020	0.028	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.9584576	0.97426	16.129	0	00.010	0.023	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.9629576	0.97876	16.149	0	00.012	0.024	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.9674676	0.98327	16.145	0	00.015	0.026	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.9720076	0.98781	16.153	0	00.016	0.026	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.9765676	0.99237	16.123	0	00.015	0.026	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.9811476	0.99695	16.152	0	00.008	0.022	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.9857476	1.00155	16.173	0	00.006	0.022	Unknown	days	MJD
Kyoto (Many	observatories)	R	2728.9903776	1.00618	16.198	0	00.017	0.027	Unknown	days	MJD
Kyoto (Many	observatories)	R	2729.0043676	1.02017	16.179	0	00.010	0.023	Unknown	days	MJD
Kyoto (Many	observatories)	R	2729.0090776	1.02488	16.199	0	00.009	0.023	Unknown	days	MJD
Kyoto (Many	observatories)	R	2729.0138076	1.02961	16.194	0	00.009	0.023	Unknown	days	MJD
Kyoto (Many	observatories)	R	2729.0185576	1.03436	16.229	0	00.009	0.023	Unknown	days	MJD
Kyoto (Many	observatories)	R	2729.0233376	1.03914	16.233	0	00.011	0.023	Unknown	days	MJD
Kyoto (Many	observatories)	R	2729.0281376	1.04394	16.287	0	00.007	0.022	Unknown	days	MJD
Kyoto (Many	observatories)	R	2729.0329576	1.04876	16.188	0	00.007	0.022	Unknown	days	MJD
Kyoto (Many	observatories)	R	2729.0475376	1.06334	16.277	0	00.002	0.021	Unknown	days	MJD
Kyoto (Many	observatories)	R	2729.0524476	1.06825	16.264	0	00.012	0.024	Unknown	days	MJD
Kyoto (Many	observatories)	R	2729.0573776	1.07318	16.269	0	00.012	0.024	Unknown	days	MJD
Kyoto (Many	observatories)	R	2729.0623376	1.07814	16.274	0	00.009	0.023	Unknown	days	MJD
Kyoto (Many	observatories)	R	2729.0673076	1.08311	16.278	0	00.006	0.022	Unknown	days	MJD
Kyoto (Many	observatories)	R	2729.0723076	1.08811	16.294	0	00.009	0.023	Unknown	days	MJD
Kyoto (Many	observatories)	R	2729.0874476	1.10325	16.307	0	00.014	0.025	Unknown	days	MJD
