date	time	integration	freq	flux_density	flux_density_limit	dflux_density	date_unit	time_unit	integration_unit	freq_unit	flux_density_unit	dtime	reference	instrument	beam	position_angle	 	image_rms	luminosity	image_rms_unit	luminosity_unit	VLA_Project_Code	system_noise_temp	seeing	optical_depth
NaN	8.22000	NaN	23.5	33.7	0	1.5	NaN	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2004PASJ...56L...1K/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	9.06000	NaN	23.5	33.7	0	1.3	NaN	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2004PASJ...56L...1K/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	9.15000	NaN	43.0	29.0	0	4.0	NaN	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2004PASJ...56L...1K/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	11.03000	NaN	23.5	34.6	0	1.1	NaN	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2004PASJ...56L...1K/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	11.12000	NaN	43.0	27.0	0	3.0	NaN	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2004PASJ...56L...1K/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	11.16000	NaN	43.0	29.0	0	4.0	NaN	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2004PASJ...56L...1K/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	12.07000	NaN	43.0	22.0	0	4.0	NaN	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2004PASJ...56L...1K/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	12.07000	NaN	90.0	20.0	1	NaN	NaN	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2004PASJ...56L...1K/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	17.14000	NaN	23.5	21.8	0	1.2	NaN	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2004PASJ...56L...1K/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	17.19000	NaN	23.5	27.3	0	1.7	NaN	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2004PASJ...56L...1K/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	19.04000	NaN	23.5	16.0	0	5.0	NaN	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2004PASJ...56L...1K/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	19.04000	NaN	43.0	28.0	1	NaN	NaN	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2004PASJ...56L...1K/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	19.17000	NaN	23.5	15.5	0	1.1	NaN	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2004PASJ...56L...1K/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	22.95000	NaN	23.5	4.6	0	0.6	NaN	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2004PASJ...56L...1K/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	4745.00000	NaN	6.0	0.0176	1	NaN	NaN	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2019ApJ...872...28P/abstract	NaN	NaN	NaN	NaN	5.0	<13.8e27	muJy/beam	erg s^-1 Hz^-1	NaN	NaN	NaN	NaN
NaN	4745.00000	NaN	1.85	0.17	1	NaN	NaN	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2019ApJ...872...28P/abstract	NaN	NaN	NaN	NaN	55.0	<133e27	muJy/beam	erg s^-1 Hz^-1	NaN	NaN	NaN	NaN
NaN	4745.00000	NaN	1.22	0.245	1	NaN	NaN	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2019ApJ...872...28P/abstract	NaN	NaN	NaN	NaN	80.0	<192e27	muJy/beam	erg s^-1 Hz^-1	NaN	NaN	NaN	NaN
2004-Dec-09	621.20000	NaN	1.4	0.65	0	0.07	yyyy-month-deciday	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774...77M/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	AF414	NaN	NaN	NaN
2004-Dec-09	621.20000	NaN	8.5	0.25	0	0.03	yyyy-month-deciday	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774...77M/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	AF414	NaN	NaN	NaN
2004-Dec-23	635.10000	NaN	1.4	0.59	0	0.07	yyyy-month-deciday	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774...77M/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	AF414	NaN	NaN	NaN
2004-Dec-23	635.10000	NaN	4.9	0.37	0	0.06	yyyy-month-deciday	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774...77M/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	AF414	NaN	NaN	NaN
2004-Dec-23	635.10000	NaN	8.5	0.3	0	0.04	yyyy-month-deciday	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774...77M/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	AF414	NaN	NaN	NaN
2005-Jan-23	665.90000	NaN	1.4	0.42	0	0.08	yyyy-month-deciday	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774...77M/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	AK583	NaN	NaN	NaN
2005-Jan-30	672.90000	NaN	1.4	0.48	0	0.07	yyyy-month-deciday	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774...77M/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	AK583	NaN	NaN	NaN
2005-Jan-31	673.70000	NaN	1.4	0.51	0	0.08	yyyy-month-deciday	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774...77M/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	AS796	NaN	NaN	NaN
2005-Mar-31	732.70000	NaN	8.5	0.26	0	0.04	yyyy-month-deciday	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774...77M/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	AK583	NaN	NaN	NaN
2005-Apr-07	739.70000	NaN	1.4	0.65	0	0.04	yyyy-month-deciday	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774...77M/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	AF414	NaN	NaN	NaN
2005-Apr-07	739.70000	NaN	8.5	0.3	0	0.03	yyyy-month-deciday	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774...77M/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	AF414	NaN	NaN	NaN
2005-Jun-08	801.50000	NaN	1.4	0.38	0	0.01	yyyy-month-deciday	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774...77M/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	AK583	NaN	NaN	NaN
2005-Oct-21	937.00000	NaN	8.5	0.1	0	0.03	yyyy-month-deciday	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774...77M/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	AK583	NaN	NaN	NaN
2005-Oct-29	944.50000	NaN	8.5	0.12	0	0.03	yyyy-month-deciday	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774...77M/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	AK583	NaN	NaN	NaN
2005-Dec-14	990.50000	NaN	8.5	0.18	0	0.02	yyyy-month-deciday	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774...77M/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	AK583	NaN	NaN	NaN
2005-Dec-26	1003.10000	NaN	8.5	0.14	0	0.03	yyyy-month-deciday	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774...77M/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	AK583	NaN	NaN	NaN
2006-Mar-22	1088.70000	NaN	1.4	0.63	0	0.03	yyyy-month-deciday	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774...77M/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	AS864	NaN	NaN	NaN
2006-Mar-22	1088.70000	NaN	8.5	0.17	0	0.02	yyyy-month-deciday	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774...77M/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	AS864	NaN	NaN	NaN
2006-Apr-15	1266.20000	NaN	8.5	0.08	0	0.03	yyyy-month-deciday	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774...77M/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	AS864	NaN	NaN	NaN
2006-Apr-29	1126.50000	NaN	4.9	0.08	0	0.02	yyyy-month-deciday	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774...77M/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	AS933	NaN	NaN	NaN
2006-Sep-15	1266.20000	NaN	4.9	0.17	0	0.05	yyyy-month-deciday	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774...77M/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	AS864	NaN	NaN	NaN
2011-Jul-03	3018.20000	NaN	4.9	0.032	0	0.01	yyyy-month-deciday	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2013ApJ...774...77M/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10C-203	NaN	NaN	NaN
2003-April-06-08.77-15.58	8.23000	6.5	141.0	41.0	0	3.2	yyyy-month-dd-hh.h-hh.h	days	hours	GHz	milliJy	0.141880787037037	https://ui.adsabs.harvard.edu/abs/2005PASJ...57..147K/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	160	Bad	NaN
2003-April-07-10.35-16.25	9.07000	5.9	141.0	42.5	0	2.4	yyyy-month-dd-hh.h-hh.h	days	hours	GHz	milliJy	0.1229224537037037	https://ui.adsabs.harvard.edu/abs/2005PASJ...57..147K/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	220	NaN	NaN
2003-April-10-12.75-17.58	12.15000	4.8	93.0	18.7	0	2.1	yyyy-month-dd-hh.h-hh.h	days	hours	GHz	milliJy	0.1006192129629629	https://ui.adsabs.harvard.edu/abs/2005PASJ...57..147K/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	210	NaN	NaN
2003-April-13-09.50-15.92	15.05000	6.4	93.0	17.8	0	1.9	yyyy-month-dd-hh.h-hh.h	days	hours	GHz	milliJy	0.133744212962963	https://ui.adsabs.harvard.edu/abs/2005PASJ...57..147K/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	150	NaN	NaN
2003-April-15-11.53-16.75	17.11000	5.2	93.0	16.1	0	3.1	yyyy-month-dd-hh.h-hh.h	days	hours	GHz	milliJy	0.1087557870370369	https://ui.adsabs.harvard.edu/abs/2005PASJ...57..147K/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	360	NaN	NaN
2003-April-16-09.87-16.75	18.07000	6.9	93.0	9.1	0	1.9	yyyy-month-dd-hh.h-hh.h	days	hours	GHz	milliJy	0.1433391203703703	https://ui.adsabs.harvard.edu/abs/2005PASJ...57..147K/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	220	Bad	NaN
2003-April-19-11.45-16.58	21.10000	5.1	93.0	8.8	0	4.2	yyyy-month-dd-hh.h-hh.h	days	hours	GHz	milliJy	0.106875	https://ui.adsabs.harvard.edu/abs/2005PASJ...57..147K/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	260	Bad	NaN
2003-April-21-09.42-16.58	23.06000	7.2	93.0	8.9	0	1.3	yyyy-month-dd-hh.h-hh.h	days	hours	GHz	milliJy	0.1491666666666666	https://ui.adsabs.harvard.edu/abs/2005PASJ...57..147K/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	140	Good	NaN
2003-April-23-09.52-14.92	25.03000	5.4	93.0	NaN	0	NaN	yyyy-month-dd-hh.h-hh.h	days	hours	GHz	milliJy	0.1124999999999999	https://ui.adsabs.harvard.edu/abs/2005PASJ...57..147K/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	Bad	NaN	NaN
2003-April-30-08.43-15.50	32.02000	7.1	93.0	2.8	1	NaN	yyyy-month-dd-hh.h-hh.h	days	hours	GHz	milliJy	0.1472974537037037	https://ui.adsabs.harvard.edu/abs/2005PASJ...57..147K/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	200	Bad	NaN
2003-May-21-08.33-14.25	52.99000	5.9	93.0	1.3	1	NaN	yyyy-month-dd-hh.h-hh.h	days	hours	GHz	milliJy	0.1233333333333333	https://ui.adsabs.harvard.edu/abs/2005PASJ...57..147K/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	180	Good	NaN
2003-May-22-07.10-13.92	53.95000	6.8	93.0	NaN	0	NaN	yyyy-month-dd-hh.h-hh.h	days	hours	GHz	milliJy	0.1420833333333333	https://ui.adsabs.harvard.edu/abs/2005PASJ...57..147K/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	Bad	NaN	NaN
2003-May-29-08.43-13.58	60.98000	5.2	93.0	2.0	1	NaN	yyyy-month-dd-hh.h-hh.h	days	hours	GHz	milliJy	0.1072974537037037	https://ui.adsabs.harvard.edu/abs/2005PASJ...57..147K/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	210	NaN	NaN
2003-May-30-08.50-13.42	61.97000	4.9	93.0	1.7	1	NaN	yyyy-month-dd-hh.h-hh.h	days	hours	GHz	milliJy	0.1024942129629629	https://ui.adsabs.harvard.edu/abs/2005PASJ...57..147K/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	200	NaN	NaN
2003-Jun-10.00	72.52000	NaN	1.43	1.009	0	0.116	yyyy-month-deciday	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2005ApJ...619..994F/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2003-Jun-10.00	72.52000	NaN	4.86	4.808	0	0.067	yyyy-month-deciday	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2005ApJ...619..994F/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2003-Jun-10.00	72.52000	NaN	8.46	3.454	0	0.069	yyyy-month-deciday	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2005ApJ...619..994F/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2003-Jun-10.00	72.52000	NaN	15.0	2.328	0	0.207	yyyy-month-deciday	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2005ApJ...619..994F/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2003-Jun-15.00	77.52000	NaN	1.43	1.111	0	0.084	yyyy-month-deciday	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2005ApJ...619..994F/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2003-Jun-15.00	77.52000	NaN	4.86	4.613	0	0.066	yyyy-month-deciday	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2005ApJ...619..994F/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2003-Jun-15.00	77.52000	NaN	8.46	3.572	0	0.054	yyyy-month-deciday	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2005ApJ...619..994F/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2003-Jun-15.00	77.52000	NaN	15.0	2.68	0	0.2	yyyy-month-deciday	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2005ApJ...619..994F/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2003-Jun-25.01	87.53000	NaN	8.46	3.016	0	0.031	yyyy-month-deciday	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2005ApJ...619..994F/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2003-Jun-25.01	87.53000	NaN	15.0	2.1	0	0.165	yyyy-month-deciday	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2005ApJ...619..994F/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2003-Jun-25.01	87.53000	NaN	22.5	1.65	0	0.065	yyyy-month-deciday	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2005ApJ...619..994F/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2003-Jun-30.94	93.46000	NaN	1.43	1.36	0	0.04	yyyy-month-deciday	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2005ApJ...619..994F/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2003-Jun-30.94	93.46000	NaN	4.86	3.29	0	0.057	yyyy-month-deciday	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2005ApJ...619..994F/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2003-Jun-30.94	93.46000	NaN	8.46	2.13	0	0.055	yyyy-month-deciday	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2005ApJ...619..994F/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2003-Jul-09.02	101.54000	NaN	8.46	2.299	0	0.065	yyyy-month-deciday	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2005ApJ...619..994F/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2003-Jul-09.02	101.54000	NaN	15.0	1.729	0	0.182	yyyy-month-deciday	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2005ApJ...619..994F/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2003-Jul-09.02	101.54000	NaN	22.5	1.29	0	0.065	yyyy-month-deciday	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2005ApJ...619..994F/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2003-Jul-27.88	120.40000	NaN	8.46	1.19	0	0.035	yyyy-month-deciday	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2005ApJ...619..994F/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2003-Aug-06.06	129.58000	NaN	1.43	1.276	0	0.069	yyyy-month-deciday	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2005ApJ...619..994F/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2003-Aug-06.06	129.58000	NaN	4.86	1.955	0	0.062	yyyy-month-deciday	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2005ApJ...619..994F/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2003-Aug-11.96	135.48000	NaN	8.46	1.525	0	0.056	yyyy-month-deciday	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2005ApJ...619..994F/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2003-Aug-11.96	135.48000	NaN	15.0	0.997	0	0.171	yyyy-month-deciday	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2005ApJ...619..994F/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2003-Aug-11.96	135.48000	NaN	22.5	0.794	0	0.119	yyyy-month-deciday	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2005ApJ...619..994F/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2003-Aug-25.89	149.41000	NaN	1.43	1.677	0	0.066	yyyy-month-deciday	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2005ApJ...619..994F/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2003-Aug-25.89	149.41000	NaN	4.86	1.677	0	0.055	yyyy-month-deciday	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2005ApJ...619..994F/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2003-Aug-25.89	149.41000	NaN	8.46	1.277	0	0.051	yyyy-month-deciday	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2005ApJ...619..994F/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2003-Sep-18.79	173.31000	NaN	1.43	3.47	0	0.065	yyyy-month-deciday	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2005ApJ...619..994F/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2003-Sep-18.79	173.31000	NaN	4.86	1.59	0	0.052	yyyy-month-deciday	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2005ApJ...619..994F/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2003-Sep-18.79	173.31000	NaN	8.46	1.122	0	0.045	yyyy-month-deciday	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2005ApJ...619..994F/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2003-Sep-22.74	177.26000	NaN	8.46	1.002	0	0.091	yyyy-month-deciday	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2005ApJ...619..994F/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2003-Sep-22.74	177.26000	NaN	15.0	0.436	0	0.2	yyyy-month-deciday	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2005ApJ...619..994F/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2003-Sep-22.74	177.26000	NaN	22.5	0.374	0	0.166	yyyy-month-deciday	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2005ApJ...619..994F/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2003-Sep-27.75	182.27000	NaN	1.43	2.24	0	0.066	yyyy-month-deciday	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2005ApJ...619..994F/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2003-Sep-27.75	182.27000	NaN	4.86	1.6	0	0.046	yyyy-month-deciday	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2005ApJ...619..994F/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2003-Sep-27.75	182.27000	NaN	8.46	1.05	0	0.038	yyyy-month-deciday	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2005ApJ...619..994F/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2003-Oct-06.73	191.25000	NaN	1.43	2.45	0	0.058	yyyy-month-deciday	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2005ApJ...619..994F/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2003-Oct-06.73	191.25000	NaN	4.86	1.407	0	0.044	yyyy-month-deciday	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2005ApJ...619..994F/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2003-Oct-06.73	191.25000	NaN	8.46	0.931	0	0.041	yyyy-month-deciday	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2005ApJ...619..994F/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2003-Oct-30.72	215.24000	NaN	1.43	1.709	0	0.052	yyyy-month-deciday	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2005ApJ...619..994F/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2003-Oct-30.72	215.24000	NaN	4.86	1.154	0	0.043	yyyy-month-deciday	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2005ApJ...619..994F/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
