flux	obs_wavelength	redshift	rest_wavelength	date_unit	date	instrument	flux_unit	wavelength_unit	reference	time	time_unit	time_frame	dtime
0.044	2798.0	0.1685	2394.1745745163303	utc	2003-05-24T00:00:00.000	Keck1 - LRIS	uncalibrated	angstrom	https://ui.adsabs.harvard.edu/abs/2003ApJ...599..394M/abstract	55.51580243055555	days	observer	NaN
0.043	2802.0	0.1685	2397.597268690049	utc	2003-05-24T00:00:00.000	Keck1 - LRIS	uncalibrated	angstrom	https://ui.adsabs.harvard.edu/abs/2003ApJ...599..394M/abstract	55.51580243055555	days	observer	NaN
0.042	2804.0	0.1685	2399.3086157769085	utc	2003-05-24T00:00:00.000	Keck1 - LRIS	uncalibrated	angstrom	https://ui.adsabs.harvard.edu/abs/2003ApJ...599..394M/abstract	55.51580243055555	days	observer	NaN
0.041	2806.0	0.1685	2401.019962863768	utc	2003-05-24T00:00:00.000	Keck1 - LRIS	uncalibrated	angstrom	https://ui.adsabs.harvard.edu/abs/2003ApJ...599..394M/abstract	55.51580243055555	days	observer	NaN
0.042	2808.0	0.1685	2402.7313099506273	utc	2003-05-24T00:00:00.000	Keck1 - LRIS	uncalibrated	angstrom	https://ui.adsabs.harvard.edu/abs/2003ApJ...599..394M/abstract	55.51580243055555	days	observer	NaN
0.041	2812.0	0.1685	2406.154004124346	utc	2003-05-24T00:00:00.000	Keck1 - LRIS	uncalibrated	angstrom	https://ui.adsabs.harvard.edu/abs/2003ApJ...599..394M/abstract	55.51580243055555	days	observer	NaN
0.04	2816.0	0.1685	2409.576698298065	utc	2003-05-24T00:00:00.000	Keck1 - LRIS	uncalibrated	angstrom	https://ui.adsabs.harvard.edu/abs/2003ApJ...599..394M/abstract	55.51580243055555	days	observer	NaN
0.039	2846.0	0.1685	2435.2469046009564	utc	2003-05-24T00:00:00.000	Keck1 - LRIS	uncalibrated	angstrom	https://ui.adsabs.harvard.edu/abs/2003ApJ...599..394M/abstract	55.51580243055555	days	observer	NaN
0.038	2856.0	0.1685	2443.8036400352535	utc	2003-05-24T00:00:00.000	Keck1 - LRIS	uncalibrated	angstrom	https://ui.adsabs.harvard.edu/abs/2003ApJ...599..394M/abstract	55.51580243055555	days	observer	NaN
0.037	2862.0	0.1685	2448.9376812958317	utc	2003-05-24T00:00:00.000	Keck1 - LRIS	uncalibrated	angstrom	https://ui.adsabs.harvard.edu/abs/2003ApJ...599..394M/abstract	55.51580243055555	days	observer	NaN
