event,time,magnitude,e_magnitude,band,ra,dec,source,refs
2012bz,56066.028,21.55,0.04,r',,,2014A&A...566A.102S,"[{'name': 'Schulze et al. (2014)', 'url': 'https://ui.adsabs.harvard.edu/abs/2014A&A...566A.102S/abstract'}]"
2012bz,56066.04,21.33,0.04,i',,,2014A&A...566A.102S,"[{'name': 'Schulze et al. (2014)', 'url': 'https://ui.adsabs.harvard.edu/abs/2014A&A...566A.102S/abstract'}]"
2012bz,56066.471,23.73,,M2,,,2014A&A...566A.102S,"[{'name': 'Schulze et al. (2014)', 'url': 'https://ui.adsabs.harvard.edu/abs/2014A&A...566A.102S/abstract'}]"
2012bz,56066.505,24.05,,W2,,,2014A&A...566A.102S,"[{'name': 'Schulze et al. (2014)', 'url': 'https://ui.adsabs.harvard.edu/abs/2014A&A...566A.102S/abstract'}]"
2012bz,56067.11,23.43,,W1,,,2014A&A...566A.102S,"[{'name': 'Schulze et al. (2014)', 'url': 'https://ui.adsabs.harvard.edu/abs/2014A&A...566A.102S/abstract'}]"
2012bz,56067.9101,21.74,0.15,z',,,2014A&A...566A.102S,"[{'name': 'Schulze et al. (2014)', 'url': 'https://ui.adsabs.harvard.edu/abs/2014A&A...566A.102S/abstract'}]"
2012bz,56067.934,21.35,0.05,i',,,2014A&A...566A.102S,"[{'name': 'Schulze et al. (2014)', 'url': 'https://ui.adsabs.harvard.edu/abs/2014A&A...566A.102S/abstract'}]"
2012bz,56067.9379,21.62,0.07,z',,,2014A&A...566A.102S,"[{'name': 'Schulze et al. (2014)', 'url': 'https://ui.adsabs.harvard.edu/abs/2014A&A...566A.102S/abstract'}]"
2012bz,56067.938,22.82,0.05,g',,,2014A&A...566A.102S,"[{'name': 'Schulze et al. (2014)', 'url': 'https://ui.adsabs.harvard.edu/abs/2014A&A...566A.102S/abstract'}]"
2012bz,56067.938,21.47,0.06,i',,,2014A&A...566A.102S,"[{'name': 'Schulze et al. (2014)', 'url': 'https://ui.adsabs.harvard.edu/abs/2014A&A...566A.102S/abstract'}]"
2012bz,56067.938,21.65,0.04,r',,,2014A&A...566A.102S,"[{'name': 'Schulze et al. (2014)', 'url': 'https://ui.adsabs.harvard.edu/abs/2014A&A...566A.102S/abstract'}]"
2012bz,56067.957,21.54,0.08,r',,,2014A&A...566A.102S,"[{'name': 'Schulze et al. (2014)', 'url': 'https://ui.adsabs.harvard.edu/abs/2014A&A...566A.102S/abstract'}]"
2012bz,56067.979,21.58,0.05,r',,,2014A&A...566A.102S,"[{'name': 'Schulze et al. (2014)', 'url': 'https://ui.adsabs.harvard.edu/abs/2014A&A...566A.102S/abstract'}]"
2012bz,56068.014,21.41,0.04,i',,,2014A&A...566A.102S,"[{'name': 'Schulze et al. (2014)', 'url': 'https://ui.adsabs.harvard.edu/abs/2014A&A...566A.102S/abstract'}]"
2012bz,56068.897,21.59,0.12,z',,,2014A&A...566A.102S,"[{'name': 'Schulze et al. (2014)', 'url': 'https://ui.adsabs.harvard.edu/abs/2014A&A...566A.102S/abstract'}]"
2012bz,56068.923,21.39,0.06,i',,,2014A&A...566A.102S,"[{'name': 'Schulze et al. (2014)', 'url': 'https://ui.adsabs.harvard.edu/abs/2014A&A...566A.102S/abstract'}]"
2012bz,56069.1911,21.5,0.09,i',,,2014A&A...566A.102S,"[{'name': 'Schulze et al. (2014)', 'url': 'https://ui.adsabs.harvard.edu/abs/2014A&A...566A.102S/abstract'}]"
2012bz,56069.902,21.79,0.07,r',,,2014A&A...566A.102S,"[{'name': 'Schulze et al. (2014)', 'url': 'https://ui.adsabs.harvard.edu/abs/2014A&A...566A.102S/abstract'}]"
2012bz,56069.966,21.73,0.04,r',,,2014A&A...566A.102S,"[{'name': 'Schulze et al. (2014)', 'url': 'https://ui.adsabs.harvard.edu/abs/2014A&A...566A.102S/abstract'}]"
2012bz,56070.0313,21.4,0.06,i',,,2014A&A...566A.102S,"[{'name': 'Schulze et al. (2014)', 'url': 'https://ui.adsabs.harvard.edu/abs/2014A&A...566A.102S/abstract'}]"
2012bz,56070.1766,21.59,0.15,i',,,2014A&A...566A.102S,"[{'name': 'Schulze et al. (2014)', 'url': 'https://ui.adsabs.harvard.edu/abs/2014A&A...566A.102S/abstract'}]"
2012bz,56070.957,21.77,0.08,r',,,2014A&A...566A.102S,"[{'name': 'Schulze et al. (2014)', 'url': 'https://ui.adsabs.harvard.edu/abs/2014A&A...566A.102S/abstract'}]"
2012bz,56070.9694,21.62,0.04,i',,,2014A&A...566A.102S,"[{'name': 'Schulze et al. (2014)', 'url': 'https://ui.adsabs.harvard.edu/abs/2014A&A...566A.102S/abstract'}]"
2012bz,56070.9776,21.86,0.06,z',,,2014A&A...566A.102S,"[{'name': 'Schulze et al. (2014)', 'url': 'https://ui.adsabs.harvard.edu/abs/2014A&A...566A.102S/abstract'}]"
2012bz,56071.8946,21.63,0.08,i',,,2014A&A...566A.102S,"[{'name': 'Schulze et al. (2014)', 'url': 'https://ui.adsabs.harvard.edu/abs/2014A&A...566A.102S/abstract'}]"
2012bz,56071.907,21.96,0.07,r',,,2014A&A...566A.102S,"[{'name': 'Schulze et al. (2014)', 'url': 'https://ui.adsabs.harvard.edu/abs/2014A&A...566A.102S/abstract'}]"
2012bz,56076.8994,21.98,0.09,i',,,2014A&A...566A.102S,"[{'name': 'Schulze et al. (2014)', 'url': 'https://ui.adsabs.harvard.edu/abs/2014A&A...566A.102S/abstract'}]"
2012bz,56077.011,23.32,,u,,,2014A&A...566A.102S,"[{'name': 'Schulze et al. (2014)', 'url': 'https://ui.adsabs.harvard.edu/abs/2014A&A...566A.102S/abstract'}]"
2012bz,56078.217,23.29,0.2,g',,,2014A&A...566A.102S,"[{'name': 'Schulze et al. (2014)', 'url': 'https://ui.adsabs.harvard.edu/abs/2014A&A...566A.102S/abstract'}]"
2012bz,56078.217,22.43,0.11,r',,,2014A&A...566A.102S,"[{'name': 'Schulze et al. (2014)', 'url': 'https://ui.adsabs.harvard.edu/abs/2014A&A...566A.102S/abstract'}]"
2012bz,56078.2172,22.06,0.12,i',,,2014A&A...566A.102S,"[{'name': 'Schulze et al. (2014)', 'url': 'https://ui.adsabs.harvard.edu/abs/2014A&A...566A.102S/abstract'}]"
2012bz,56078.2172,21.81,0.12,z',,,2014A&A...566A.102S,"[{'name': 'Schulze et al. (2014)', 'url': 'https://ui.adsabs.harvard.edu/abs/2014A&A...566A.102S/abstract'}]"
2012bz,56079.8939,22.08,0.11,i',,,2014A&A...566A.102S,"[{'name': 'Schulze et al. (2014)', 'url': 'https://ui.adsabs.harvard.edu/abs/2014A&A...566A.102S/abstract'}]"
2012bz,56079.955,22.41,0.11,r',,,2014A&A...566A.102S,"[{'name': 'Schulze et al. (2014)', 'url': 'https://ui.adsabs.harvard.edu/abs/2014A&A...566A.102S/abstract'}]"
2012bz,56083.8841,22.15,0.21,i',,,2014A&A...566A.102S,"[{'name': 'Schulze et al. (2014)', 'url': 'https://ui.adsabs.harvard.edu/abs/2014A&A...566A.102S/abstract'}]"
2012bz,56083.915,22.39,0.47,r',,,2014A&A...566A.102S,"[{'name': 'Schulze et al. (2014)', 'url': 'https://ui.adsabs.harvard.edu/abs/2014A&A...566A.102S/abstract'}]"
2012bz,56093.296,19.82,,b,,,2014A&A...566A.102S,"[{'name': 'Schulze et al. (2014)', 'url': 'https://ui.adsabs.harvard.edu/abs/2014A&A...566A.102S/abstract'}]"
2012bz,56093.3,19.17,,v,,,2014A&A...566A.102S,"[{'name': 'Schulze et al. (2014)', 'url': 'https://ui.adsabs.harvard.edu/abs/2014A&A...566A.102S/abstract'}]"
