! PC data
572.592	3242.311	-109.459	1.220925e+00	3.197771e-01	-3.197771e-01
3901.305	61.529	-86.402	1.692190e-01	3.807037e-02	-3.807037e-02
4009.491	48.621	-46.656	2.620092e-01	5.876599e-02	-5.876599e-02
4134.027	92.075	-75.915	1.483119e-01	3.326483e-02	-3.326483e-02
4323.415	68.169	-97.314	1.512228e-01	3.416114e-02	-3.416114e-02
4443.334	53.557	-51.750	2.375036e-01	5.337830e-02	-5.337830e-02
4533.047	66.644	-36.156	2.428206e-01	5.462902e-02	-5.462902e-02
4776.427	156.735	-176.737	1.935026e-01	3.517783e-02	-3.517783e-02
9655.814	116.285	-86.807	9.897214e-02	2.488848e-02	-2.488848e-02
9900.995	129.356	-128.897	9.715492e-02	2.189510e-02	-2.189510e-02
10170.682	75.298	-140.331	8.761314e-02	2.276351e-02	-2.276351e-02
10348.825	95.232	-102.845	9.569208e-02	2.483661e-02	-2.483661e-02
10543.287	111.385	-99.229	1.193288e-01	2.685010e-02	-2.685010e-02
10802.184	165.896	-147.513	8.278504e-02	1.846245e-02	-1.846245e-02
15579.000	159.692	-183.809	5.602502e-02	1.462157e-02	-1.462157e-02
15846.526	162.956	-107.834	7.060993e-02	1.842798e-02	-1.842798e-02
16128.451	121.733	-118.969	7.954101e-02	2.072161e-02	-2.072161e-02
16427.333	203.962	-177.150	5.041425e-02	1.311014e-02	-1.311014e-02
16791.455	271.090	-160.160	6.911006e-02	1.472883e-02	-1.472883e-02
68634.306	1299.592	-1210.215	9.474381e-03	2.312817e-03	-2.312817e-03
74599.086	1118.687	-1391.130	8.365296e-03	2.165245e-03	-2.165245e-03
