! WT data
149.951	0.468	-0.337	6.100794e+01	9.447046e+00	-9.447322e+00
150.860	0.430	-0.442	5.793050e+01	8.635841e+00	-8.636156e+00
151.658	0.334	-0.367	7.101651e+01	1.078891e+01	-1.078935e+01
152.334	0.348	-0.343	7.315809e+01	1.090589e+01	-1.090640e+01
153.117	0.448	-0.436	5.548512e+01	8.591887e+00	-8.592287e+00
153.968	0.414	-0.403	6.184241e+01	9.219086e+00	-9.219652e+00
154.912	0.461	-0.530	5.136679e+01	7.715312e+00	-7.715841e+00
155.754	0.489	-0.381	5.804930e+01	8.653737e+00	-8.654454e+00
156.712	0.499	-0.469	5.217835e+01	7.778648e+00	-7.779462e+00
157.664	0.451	-0.453	5.587782e+01	8.330273e+00	-8.331265e+00
158.574	0.489	-0.459	5.325585e+01	7.939637e+00	-7.940782e+00
159.527	0.639	-0.464	4.515612e+01	6.860804e+00	-6.861824e+00
160.507	0.351	-0.341	7.389138e+01	1.101664e+01	-1.101854e+01
161.265	0.380	-0.407	6.503103e+01	9.695818e+00	-9.697570e+00
162.150	0.515	-0.506	5.007617e+01	7.466504e+00	-7.467976e+00
163.181	0.473	-0.515	5.105179e+01	7.757870e+00	-7.759451e+00
164.093	0.366	-0.440	6.254803e+01	9.504999e+00	-9.506958e+00
164.823	0.312	-0.364	7.456232e+01	1.133119e+01	-1.133358e+01
165.703	0.388	-0.567	5.352648e+01	7.982520e+00	-7.984304e+00
166.667	0.469	-0.577	4.888427e+01	7.290220e+00	-7.291850e+00
167.536	0.425	-0.399	6.119668e+01	9.301550e+00	-9.303554e+00
168.338	0.517	-0.378	5.632934e+01	8.562936e+00	-8.564723e+00
169.286	0.406	-0.430	6.115691e+01	9.122678e+00	-9.124659e+00
170.167	0.354	-0.475	5.992187e+01	9.284884e+00	-9.286714e+00
170.945	0.378	-0.425	6.423402e+01	9.581835e+00	-9.583904e+00
171.687	0.376	-0.364	6.886414e+01	1.046825e+01	-1.047045e+01
172.594	0.556	-0.531	4.756435e+01	7.095827e+00	-7.097300e+00
173.648	0.318	-0.498	6.331442e+01	9.446991e+00	-9.448771e+00
174.469	0.483	-0.503	5.362292e+01	7.913520e+00	-7.915063e+00
175.440	0.726	-0.487	4.261184e+01	6.359517e+00	-6.360488e+00
176.947	0.761	-0.782	3.304119e+01	5.025414e+00	-5.026112e+00
178.291	0.677	-0.583	4.104703e+01	6.126330e+00	-6.127207e+00
179.471	0.370	-0.503	5.917966e+01	8.833224e+00	-8.834392e+00
180.380	0.488	-0.538	4.965552e+01	7.554215e+00	-7.554942e+00
181.336	0.489	-0.468	5.415315e+01	8.084625e+00	-8.085397e+00
182.349	0.561	-0.524	4.799745e+01	7.167033e+00	-7.167454e+00
183.534	0.609	-0.624	4.225347e+01	6.309013e+00	-6.309445e+00
184.590	0.505	-0.447	5.393768e+01	8.208506e+00	-8.208767e+00
185.654	0.463	-0.558	5.100774e+01	7.617679e+00	-7.617909e+00
186.644	0.448	-0.527	5.267301e+01	8.016841e+00	-8.016942e+00
187.837	0.725	-0.746	3.540062e+01	5.287428e+00	-5.287479e+00
189.026	0.473	-0.463	5.408266e+01	8.388002e+00	-8.388388e+00
190.259	0.593	-0.761	3.792100e+01	5.770379e+00	-5.770679e+00
191.493	0.561	-0.640	4.337548e+01	6.476587e+00	-6.477022e+00
192.567	0.460	-0.513	5.354515e+01	7.996978e+00	-7.997156e+00
193.583	0.499	-0.556	4.798463e+01	7.443818e+00	-7.443859e+00
194.633	0.582	-0.551	4.532585e+01	6.898140e+00	-6.898314e+00
195.872	0.616	-0.657	4.090879e+01	6.109605e+00	-6.109764e+00
197.130	0.615	-0.641	4.149207e+01	6.198443e+00	-6.198277e+00
198.374	0.538	-0.629	4.464460e+01	6.668403e+00	-6.668413e+00
199.526	0.626	-0.614	4.202332e+01	6.275210e+00	-6.275534e+00
200.782	0.696	-0.630	3.931612e+01	5.871953e+00	-5.872066e+00
202.122	0.543	-0.645	4.322245e+01	6.577631e+00	-6.577873e+00
203.300	0.517	-0.634	4.495586e+01	6.974479e+00	-6.974419e+00
204.490	0.579	-0.673	4.212026e+01	6.411152e+00	-6.411148e+00
205.691	0.827	-0.622	3.642778e+01	5.543870e+00	-5.544026e+00
207.059	0.749	-0.541	4.089993e+01	6.223351e+00	-6.223737e+00
208.334	0.503	-0.527	5.121999e+01	7.793543e+00	-7.794047e+00
209.372	0.499	-0.535	5.176838e+01	7.728923e+00	-7.729599e+00
210.494	0.434	-0.623	4.991954e+01	7.594756e+00	-7.595417e+00
211.573	0.735	-0.645	3.876843e+01	5.787345e+00	-5.787981e+00
213.002	0.584	-0.693	4.176014e+01	6.232931e+00	-6.233795e+00
214.266	0.530	-0.680	4.261078e+01	6.359156e+00	-6.360160e+00
215.520	0.574	-0.724	3.913495e+01	5.951777e+00	-5.952682e+00
216.682	0.645	-0.587	4.181607e+01	6.240100e+00	-6.241157e+00
218.069	0.456	-0.741	4.305389e+01	6.424776e+00	-6.425870e+00
219.003	0.552	-0.478	5.005584e+01	7.468799e+00	-7.470195e+00
220.252	0.728	-0.697	3.566224e+01	5.422559e+00	-5.423544e+00
221.479	0.604	-0.499	4.674055e+01	6.974194e+00	-6.975488e+00
