col1 col2 col3 col4 col5 col6
3612.271 50.858 -41.913 6.9266819000000004e-12 1.55911018e-12 -1.55911018e-12
3703.145 67.799 -40.015 5.9512785e-12 1.33808175e-12 -1.33808175e-12
3860.475 70.937 -89.531 3.968998e-12 8.9932654e-13 -8.9932654e-13
3993.372 48.361 -61.96 5.8315172e-12 1.30827033e-12 -1.30827033e-12
4087.648 51.871 -45.914 6.5921639999999995e-12 1.47567109e-12 -1.47567109e-12
4215.073 54.826 -75.554 4.9331523e-12 1.10672671e-12 -1.10672671e-12
4333.611 39.088 -63.712 6.265075900000001e-12 1.40399237e-12 -1.40399237e-12
4435.205 55.337 -62.506 5.4291074e-12 1.22472771e-12 -1.22472771e-12
4581.991 76.536 -91.449 4.193295600000001e-12 9.011996499999999e-13 -9.011996499999999e-13
4949.048 82.247 -99.515 4.368995e-12 1.13303928e-12 -1.13303928e-12
5191.53 143.149 -160.235 3.6981496000000005e-12 6.302346700000001e-13 -6.302346700000001e-13
9706.423 92.552 -178.237 1.78236755e-12 4.677088099999999e-13 -4.677088099999999e-13
9935.877 179.02 -136.902 1.53240611e-12 4.0089107e-13 -4.0089107e-13
10204.986 130.555 -90.088 2.1964368e-12 5.7402455e-13 -5.7402455e-13
10528.876 162.703 -193.335 1.3627477e-12 3.5578418e-13 -3.5578418e-13
10942.92 172.387 -251.341 1.22215077e-12 3.0873023e-13 -3.0873023e-13
14948.81 305.145 -264.016 9.0183533e-13 2.41281305e-13 -2.41281305e-13
15558.539 221.952 -304.584 9.982554e-13 2.61188877e-13 -2.61188877e-13
16247.824 645.902 -467.332 8.8615561e-13 1.6886653599999998e-13 -1.6886653599999998e-13
20767.201 195.279 -383.91 8.8752528e-13 2.3233416699999997e-13 -2.3233416699999997e-13
21450.974 251.164 -488.494 6.9291092e-13 1.81913781e-13 -1.81913781e-13
22091.072 581.383 -388.934 5.2809116e-13 1.3945027000000002e-13 -1.3945027000000002e-13
26811.509 547.751 -655.76 4.3156900999999996e-13 1.14330644e-13 -1.14330644e-13
27903.538 548.899 -544.277 4.766875e-13 1.26208696e-13 -1.26208696e-13
32885.254 1345.438 -953.756 3.6266878e-13 7.4864196e-14 -7.4864196e-14
38859.65 1151.293 -1152.915 2.27019772e-13 6.0837418e-14 -6.0837418e-14
44491.609 1298.161 -1006.057 3.435253e-13 7.5112929e-14 -7.5112929e-14
50824.575 746.03 -1565.701 2.9415048000000003e-13 6.9387053e-14 -6.9387053e-14
65862.668 19012.95 -10675.578 9.166331600000001e-14 1.81794997e-14 -1.81794997e-14
232312.667 113852.562 -66557.062 4.09306e-14 0.0 0.0
