col1 col2 col3 col4 col5 col6
82.762 0.631 -1.016 2.3756721840000003e-09 5.22191826e-10 -4.4509222800000003e-10
84.217 0.64 -0.824 2.634362955e-09 5.74778754e-10 -4.824158400000001e-10
85.998 0.718 -1.141 2.10515238e-09 4.4387452800000007e-10 -3.6584707950000003e-10
87.724 0.973 -1.008 1.976506803e-09 4.09697379e-10 -3.3858074700000003e-10
89.921 1.099 -1.224 1.5864509250000003e-09 3.527666937e-10 -2.968112016e-10
92.291 0.985 -1.271 1.700415837e-09 3.75489234e-10 -3.171001131e-10
94.554 1.092 -1.278 1.6347456450000001e-09 3.57884982e-10 -3.0155167080000003e-10
96.862 1.116 -1.216 1.6126299990000003e-09 3.522475845e-10 -2.947539159e-10
98.738 0.936 -0.759 2.25168597e-09 4.90242699e-10 -4.1003316900000004e-10
100.637 0.896 -0.963 2.083697982e-09 4.590990990000001e-10 -3.9478387500000005e-10
102.718 1.326 -1.185 1.44757962e-09 3.2459129280000004e-10 -2.805169734e-10
105.123 1.036 -1.079 1.659951297e-09 3.6950848200000004e-10 -3.256427583e-10
107.118 0.867 -0.96 1.950125148e-09 4.28601249e-10 -3.69507744e-10
109.188 1.075 -1.203 1.5646703310000003e-09 3.449069937e-10 -3.008073978e-10
111.267 1.058 -1.003 1.728055782e-09 3.7913716800000007e-10 -3.218247153e-10
113.62 1.132 -1.295 1.444693671e-09 3.216306582000001e-10 -2.823991686e-10
116.233 1.307 -1.481 1.2741791400000001e-09 2.7955956600000004e-10 -2.558013534e-10
119.007 1.616 -1.467 1.1018812320000001e-09 2.492687619e-10 -2.1684192750000003e-10
121.917 1.302 -1.294 1.368506241e-09 3.014856198e-10 -2.708385831e-10
124.817 1.748 -1.599 1.075305483e-09 2.391236973e-10 -2.2032668970000004e-10
128.038 1.692 -1.473 1.165650336e-09 2.5860674970000005e-10 -2.1862633770000001e-10
131.258 1.168 -1.527 1.3482765540000001e-09 3.0493986570000004e-10 -2.7587569140000005e-10
133.686 1.198 -1.26 1.545446538e-09 3.3854410530000004e-10 -3.1206890880000003e-10
136.193 1.289 -1.308 1.168742187e-09 2.688791193e-10 -2.5020414e-10
139.027 1.778 -1.546 9.707640930000001e-10 2.1569585040000002e-10 -1.947622221e-10
142.306 1.743 -1.5 9.94722894e-10 2.2029875640000002e-10 -2.004931242e-10
145.443 1.503 -1.395 1.119541203e-09 2.483659296e-10 -2.1898386180000003e-10
148.606 1.348 -1.659 1.0700952030000002e-09 2.372003955e-10 -2.2420244430000003e-10
151.761 1.524 -1.808 9.51078681e-10 2.141440209e-10 -1.9912841460000002e-10
155.111 1.822 -1.826 9.0738945e-10 1.9898801010000004e-10 -1.82649096e-10
158.772 1.792 -1.839 8.64093942e-10 1.9314854820000003e-10 -1.833039234e-10
162.258 1.546 -1.694 1.012670316e-09 2.2053347730000003e-10 -2.06609742e-10
165.789 1.575 -1.985 8.556456870000001e-10 1.978049961e-10 -1.791192789e-10
168.703 1.1 -1.339 1.3348873890000001e-09 2.971164384e-10 -2.642470623e-10
171.465 2.122 -1.662 8.73121527e-10 1.909812267e-10 -1.7601779700000002e-10
175.048 1.352 -1.461 1.1404915470000001e-09 2.537185698e-10 -2.368776312e-10
177.572 1.02 -1.171 1.480001436e-09 3.251145348e-10 -3.0700859040000007e-10
180.668 1.753 -2.076 8.42972751e-10 1.8611566650000001e-10 -1.7248137480000004e-10
183.786 1.31 -1.366 1.206177606e-09 2.6435805750000004e-10 -2.499702309e-10
186.328 1.409 -1.232 1.204383528e-09 2.643140727e-10 -2.540612232e-10
189.327 1.635 -1.591 9.62157168e-10 2.09641077e-10 -2.0014833060000001e-10
192.47 1.483 -1.508 1.000890729e-09 2.1929286240000002e-10 -2.1310875450000004e-10
195.83 1.892 -1.878 8.181479070000001e-10 1.772548326e-10 -1.702153458e-10
199.184 1.911 -1.461 9.35988426e-10 2.0606144490000003e-10 -1.912238811e-10
203.022 1.933 -1.927 8.243209080000001e-10 1.8264695580000002e-10 -1.7284380660000001e-10
206.901 1.875 -1.946 8.577043380000001e-10 1.849801059e-10 -1.7685166320000002e-10
210.68 1.71 -1.903 8.971821720000001e-10 1.9542730770000004e-10 -1.83879711e-10
214.147 1.893 -1.757 8.462229030000001e-10 1.889399187e-10 -1.796077242e-10
218.457 2.033 -2.417 7.289941860000001e-10 1.603470312e-10 -1.434172743e-10
222.225 1.354 -1.735 1.078891794e-09 2.420728929e-10 -2.1710808720000002e-10
225.57 1.765 -1.991 8.87231349e-10 1.983885696e-10 -1.822091742e-10
228.977 1.747 -1.642 1.012628988e-09 2.1972927870000003e-10 -2.084741145e-10
232.567 2.194 -1.843 7.859851290000001e-10 1.740064149e-10 -1.6492038030000003e-10
237.03 1.956 -2.269 7.238407320000001e-10 1.6386832440000003e-10 -1.537487208e-10
