col1 col2 col3 col4 col5 col6
9330.76 2067.989 -3935.406 1.55933214e-11 2.6025867799999997e-12 -2.6025867799999997e-12
15181.96 396.868 -319.235 1.02783292e-11 2.24633444e-12 -2.24633444e-12
21292.172 485.762 -586.851 6.7177131999999995e-12 1.2748969799999999e-12 -1.2748969799999999e-12
26928.756 500.397 -366.653 3.7712154e-12 8.6928276e-13 -8.6928276e-13
27694.008 298.77 -264.855 5.5850984e-12 1.37067566e-12 -1.37067566e-12
32977.355 369.558 -675.215 4.7324906e-12 1.08510218e-12 -1.08510218e-12
33784.021 369.522 -437.108 4.0995976e-12 8.874591599999999e-13 -8.874591599999999e-13
38357.912 399.392 -398.797 2.69260654e-12 7.1099576e-13 -7.1099576e-13
39114.582 389.225 -357.278 4.6001524e-12 1.0616442199999999e-12 -1.0616442199999999e-12
39865.902 446.02 -362.094 3.3559621799999997e-12 7.6182134e-13 -7.6182134e-13
44339.712 310.42 -493.979 2.6731055e-12 7.106894199999999e-13 -7.106894199999999e-13
45052.967 273.441 -402.836 4.4101638e-12 9.8741338e-13 -9.8741338e-13
45673.374 431.579 -346.966 2.40156348e-12 6.399568399999999e-13 -6.399568399999999e-13
50597.982 1292.729 -1034.712 1.86126846e-12 3.479186e-13 -3.479186e-13
56508.743 1169.595 -1204.171 2.15955182e-12 4.1113921999999997e-13 -4.1113921999999997e-13
62004.838 1460.863 -871.489 1.5531774599999999e-12 3.5350514e-13 -3.5350514e-13
69182.399 3949.647 -2178.437 8.6128664e-13 2.5007401199999997e-13 -2.5007401199999997e-13
74094.703 935.117 -962.657 1.93362216e-12 4.3046142000000004e-13 -4.3046142000000004e-13
82335.91 4271.323 -3808.011 1.82673772e-12 4.5760532e-13 -4.5760532e-13
108506.937 12488.472 -18315.027 8.4707838e-13 1.62228722e-13 -1.62228722e-13
2429612.739 775592.694 -163487.027 1.914132e-14 0.0 0.0
