Filename,Status,Reference
GRB091127-SN2009nz_NIR_Optical.html,"Early, NIR, Optical",https://ui.adsabs.harvard.edu/abs/2015A%26A...577A..44O/abstract
GRB091127-SN2009nz_Optical1.txt,"Early, NIR, Optical",https://ui.adsabs.harvard.edu/abs/2012ApJ...761...50T/abstract
GRB091127-SN2009nz_Optical2.html,"Early, Late, Optical",https://ui.adsabs.harvard.edu/abs/2011A%26A...535A.127V/abstract
GRB091127-SN2009nz_Optical_UV.txt,"Early, Late, Optical, UV",https://ui.adsabs.harvard.edu/abs/2010ApJ...718L.150C/abstract
