col1	col2	col3	col4	col5	col6	col7
6314.751	188.220	-222.977	4.586338e-02	1.212976e-02	-1.212976e-02 4
6757.947	211.382	-254.976	4.024689e-02	1.078857e-02	-1.078857e-02 4
7188.372	300.702	-219.043	5.722628e-02	1.288648e-02	-1.288648e-02 4
12086.285	157.786	-238.368	4.960281e-02	1.301024e-02	-1.301024e-02 4
12469.045	211.297	-224.973	4.453228e-02	1.173749e-02	-1.173749e-02 4
12914.213	400.128	-233.871	3.477258e-02	9.049224e-03	-9.049224e-03 4
18100.017	179.901	-233.803	4.697215e-02	1.232025e-02	-1.232025e-02 4
18688.609	404.289	-408.691	3.431046e-02	7.790804e-03	-7.790804e-03 4
22536.394	263.140	-230.798	5.965247e-02	1.278444e-02	-1.278444e-02 4
24486.757	399.265	-271.887	3.185964e-02	8.338266e-03	-8.338266e-03 4
28571.018	451.164	-511.639	2.959026e-02	6.396515e-03	-6.396515e-03 4
34175.156	215.356	-294.713	4.283214e-02	1.118055e-02	-1.118055e-02 4
34769.928	277.498	-379.416	2.892831e-02	7.672790e-03	-7.672790e-03 4
35691.982	767.254	-644.556	2.174690e-02	4.605658e-03	-4.605658e-03 4
40595.298	455.008	-955.925	2.153436e-02	5.772550e-03	-5.772550e-03 4
41615.501	630.347	-565.195	2.218478e-02	5.025152e-03	-5.025152e-03 4
46249.095	588.499	-831.335	2.856804e-02	7.892131e-03	-7.892131e-03 4
47099.985	193.938	-262.390	4.176033e-02	1.101369e-02	-1.101369e-02 4
47563.611	467.102	-269.687	3.977640e-02	9.090573e-03	-9.090573e-03 4
52154.962	325.566	-950.050	2.722086e-02	7.227900e-03	-7.227900e-03 4
53169.614	649.810	-689.087	1.583020e-02	4.009190e-03	-4.009190e-03 4
57709.880	393.551	-724.278	2.624986e-02	6.961472e-03	-6.961472e-03 4
58748.057	855.744	-644.626	2.383149e-02	4.634829e-03	-4.634829e-03 4
63177.190	367.507	-403.435	3.087821e-02	8.118984e-03	-8.118984e-03 4
63852.094	296.864	-307.396	3.169240e-02	8.338164e-03	-8.338164e-03 4
64711.383	676.909	-562.425	2.911637e-02	5.674050e-03	-5.674050e-03 4
81694.708	1056.560	-1074.646	1.334901e-02	3.316782e-03	-3.316782e-03 4
278779.831	623.012	-470.170	1.462778e-02	4.678253e-03	-3.885209e-03 4
