time	band	integration	mag	mag_limit	dmag	flux_density	dflux_denisty	instrument	time_unit	integration_unit	mag_unit	mag_type	flux_density_unit	time_frame	extinction_corrected	dtime	reference	dflux_density	flux_density_limit	aperture	date	date_unit	Unnamed: 17
715.21	V	30.0	12.972	0	0.02	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
715.21	R	30.0	13.304	0	0.02	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
715.21	I	30.0	13.038	0	0.021	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
715.21	C_R	30.0	12.687	0	0.021	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
750.45	V	30.0	13.034	0	0.02	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
750.45	R	30.0	13.417	0	0.021	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
750.45	I	30.0	13.141	0	0.021	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
750.45	C_R	30.0	12.795	0	0.022	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
786.09	V	30.0	13.185	0	0.02	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
786.09	R	30.0	13.522	0	0.021	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
786.09	I	30.0	13.224	0	0.022	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
786.09	C_R	30.0	12.856	0	0.022	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
821.85	V	30.0	13.28	0	0.021	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
821.85	R	30.0	13.576	0	0.021	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
821.85	I	30.0	13.274	0	0.022	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
821.85	C_R	30.0	12.898	0	0.022	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
857.39	V	30.0	13.316	0	0.021	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
857.39	R	30.0	13.622	0	0.021	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
857.39	I	30.0	13.371	0	0.022	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
857.39	C_R	30.0	13.028	0	0.022	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
892.84	V	30.0	13.413	0	0.021	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
857.39	R	30.0	13.809	0	0.021	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
857.39	I	30.0	13.473	0	0.022	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
857.39	C_R	30.0	13.131	0	0.023	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
928.38	V	30.0	13.528	0	0.021	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
928.38	R	30.0	13.823	0	0.021	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
928.38	I	30.0	13.557	0	0.022	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
928.38	C_R	30.0	13.297	0	0.023	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
963.52	V	30.0	13.69	0	0.021	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
963.52	R	30.0	13.911	0	0.021	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
963.52	I	30.0	13.681	0	0.023	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
963.52	C_R	30.0	13.335	0	0.024	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
998.76	V	30.0	13.744	0	0.021	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
998.76	R	30.0	13.997	0	0.021	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
998.76	I	30.0	13.724	0	0.023	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
998.76	C_R	30.0	13.318	0	0.024	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
1034.51	V	30.0	13.753	0	0.021	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
1034.51	R	30.0	14.06	0	0.021	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
1034.51	I	30.0	13.836	0	0.023	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
1034.51	C_R	30.0	13.436	0	0.024	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
1070.46	V	30.0	13.886	0	0.021	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
1070.46	R	30.0	14.157	0	0.021	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
1070.46	I	30.0	13.87	0	0.023	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
1070.46	C_R	30.0	13.471	0	0.024	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
1106.31	V	30.0	13.914	0	0.022	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
1106.31	R	30.0	14.237	0	0.022	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
1106.31	I	30.0	13.932	0	0.024	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
1106.31	C_R	30.0	13.61	0	0.026	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
1142.56	V	30.0	13.935	0	0.022	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
1142.56	R	30.0	14.328	0	0.022	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
1142.56	I	30.0	13.973	0	0.024	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
1142.56	C_R	30.0	13.66	0	0.026	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
1177.8	V	30.0	14.01	0	0.022	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
1177.8	R	30.0	14.391	0	0.022	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
1177.8	I	30.0	14.064	0	0.024	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
1177.8	C_R	30.0	13.741	0	0.026	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
1213.45	V	30.0	14.156	0	0.022	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
1213.45	R	30.0	14.438	0	0.023	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
1213.45	I	30.0	14.162	0	0.026	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
1213.45	C_R	30.0	13.802	0	0.028	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
1249.2	V	30.0	14.145	0	0.022	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
1249.2	R	30.0	14.396	0	0.022	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
1249.2	I	30.0	14.179	0	0.026	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
1249.2	C_R	30.0	13.863	0	0.028	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
1284.84	V	30.0	14.305	0	0.022	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
1284.84	R	30.0	14.52	0	0.022	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
1284.84	I	30.0	14.28	0	0.026	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
1284.84	C_R	30.0	13.9	0	0.028	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
1320.29	V	30.0	14.277	0	0.022	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
1320.29	R	30.0	14.616	0	0.023	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
1320.29	I	30.0	14.419	0	0.028	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
1320.29	C_R	30.0	14.03	0	0.031	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
1355.93	V	30.0	14.332	0	0.022	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
1355.93	R	30.0	14.718	0	0.023	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
1355.93	I	30.0	14.328	0	0.026	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
1355.93	C_R	30.0	14.044	0	0.03	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
1391.59	V	30.0	14.408	0	0.023	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
1391.59	R	30.0	14.683	0	0.024	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
1391.59	I	30.0	14.362	0	0.028	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
1391.59	C_R	30.0	14.15	0	0.033	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
1426.92	V	30.0	14.455	0	0.022	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
1426.92	R	30.0	14.776	0	0.023	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
1426.92	I	30.0	14.511	0	0.028	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
1426.92	C_R	30.0	14.139	0	0.03	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
1462.27	V	30.0	14.446	0	0.023	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
1462.27	R	30.0	14.857	0	0.024	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
1462.27	I	30.0	14.535	0	0.028	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
1462.27	C_R	30.0	14.23	0	0.031	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
1497.71	V	30.0	14.728	0	0.024	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
1497.71	R	30.0	14.891	0	0.025	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
1497.71	I	30.0	14.591	0	0.032	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
1497.71	C_R	30.0	14.309	0	0.038	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
1532.96	V	30.0	14.614	0	0.022	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
1532.96	R	30.0	14.891	0	0.023	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
1532.96	I	30.0	14.629	0	0.028	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
1532.96	C_R	30.0	14.315	0	0.032	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
1568.3	V	30.0	14.637	0	0.024	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
1568.3	R	30.0	14.932	0	0.025	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
1568.3	I	30.0	14.735	0	0.032	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
1568.3	C_R	30.0	14.379	0	0.037	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
1603.85	V	30.0	14.678	0	0.024	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
1603.85	R	30.0	15.012	0	0.025	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
1603.85	I	30.0	14.796	0	0.034	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
1603.85	C_R	30.0	14.421	0	0.038	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
1639.29	V	30.0	14.734	0	0.024	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
1639.29	R	30.0	15.038	0	0.025	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
1639.29	I	30.0	14.805	0	0.032	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
1639.29	C_R	30.0	14.537	0	0.038	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
1674.64	V	30.0	14.784	0	0.025	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
1674.64	R	30.0	15.085	0	0.027	NaN	NaN	RAPTOR-T	days	seconds	AB	apparent	NaN	observer	0.0	NaN	https://ui.adsabs.harvard.edu/abs/2009ApJ...691..495W/abstract	NaN	NaN	NaN	NaN	NaN	NaN
