time	band	integration	mag	dmag	mag_limit	flux_density	dflux_density	flux_density_limit	time_unit	integration_unit	mag_unit	mag_type	flux_density_unit	instrument	time_frame	extinction_corrected	dtime
1656.5	K_{s}	23.5	12.673	0.042	0	5684.3	217.8	0	days	seconds	Vega	apparent	microJy	PAIRITEL	observer	False	NaN
1692.5	K_{s}	23.5	12.594	0.043	0	6115.6	235.4	0	days	seconds	Vega	apparent	microJy	PAIRITEL	observer	False	NaN
1729.0	K_{s}	23.5	12.653	0.042	0	5790.0	221.0	0	days	seconds	Vega	apparent	microJy	PAIRITEL	observer	False	NaN
1765.0	K_{s}	23.5	12.728	0.043	0	5406.5	209.8	0	days	seconds	Vega	apparent	microJy	PAIRITEL	observer	False	NaN
1801.5	K_{s}	23.5	12.824	0.043	0	4948.1	192.0	0	days	seconds	Vega	apparent	microJy	PAIRITEL	observer	False	NaN
1837.5	K_{s}	23.5	12.654	0.044	0	5787.4	228.7	0	days	seconds	Vega	apparent	microJy	PAIRITEL	observer	False	NaN
1891.5	K_{s}	47.1	12.84	0.042	0	4876.6	186.0	0	days	seconds	Vega	apparent	microJy	PAIRITEL	observer	False	NaN
1964.0	K_{s}	47.1	12.915	0.042	0	4551.6	173.3	0	days	seconds	Vega	apparent	microJy	PAIRITEL	observer	False	NaN
2036.5	K_{s}	47.1	13.024	0.043	0	4117.2	158.7	0	days	seconds	Vega	apparent	microJy	PAIRITEL	observer	False	NaN
2109.0	K_{s}	47.1	13.147	0.042	0	3675.2	140.9	0	days	seconds	Vega	apparent	microJy	PAIRITEL	observer	False	NaN
2181.5	K_{s}	47.1	13.203	0.043	0	3489.8	135.9	0	days	seconds	Vega	apparent	microJy	PAIRITEL	observer	False	NaN
2254.0	K_{s}	47.1	13.267	0.044	0	3290.0	130.9	0	days	seconds	Vega	apparent	microJy	PAIRITEL	observer	False	NaN
2326.0	K_{s}	47.1	13.238	0.044	0	3380.0	132.9	0	days	seconds	Vega	apparent	microJy	PAIRITEL	observer	False	NaN
2399.5	K_{s}	47.1	13.334	0.044	0	3092.6	123.7	0	days	seconds	Vega	apparent	microJy	PAIRITEL	observer	False	NaN
2472.0	K_{s}	47.1	13.388	0.045	0	2942.3	118.5	0	days	seconds	Vega	apparent	microJy	PAIRITEL	observer	False	NaN
2544.5	K_{s}	47.1	13.49	0.045	0	2679.2	107.8	0	days	seconds	Vega	apparent	microJy	PAIRITEL	observer	False	NaN
2616.5	K_{s}	47.1	13.43	0.045	0	2830.6	114.2	0	days	seconds	Vega	apparent	microJy	PAIRITEL	observer	False	NaN
2689.0	K_{s}	47.1	13.455	0.045	0	2766.7	111.9	0	days	seconds	Vega	apparent	microJy	PAIRITEL	observer	False	NaN
2761.5	K_{s}	47.1	13.52	0.045	0	2606.2	106.9	0	days	seconds	Vega	apparent	microJy	PAIRITEL	observer	False	NaN
2834.0	K_{s}	47.1	13.65	0.046	0	2311.6	96.7	0	days	seconds	Vega	apparent	microJy	PAIRITEL	observer	False	NaN
2906.5	K_{s}	47.1	13.707	0.047	0	2194.8	92.5	0	days	seconds	Vega	apparent	microJy	PAIRITEL	observer	False	NaN
2978.5	K_{s}	47.1	13.861	0.048	0	1904.1	82.7	0	days	seconds	Vega	apparent	microJy	PAIRITEL	observer	False	NaN
3051.0	K_{s}	47.1	13.777	0.05	0	2056.7	92.3	0	days	seconds	Vega	apparent	microJy	PAIRITEL	observer	False	NaN
3123.5	K_{s}	47.1	13.813	0.049	0	1990.3	87.9	0	days	seconds	Vega	apparent	microJy	PAIRITEL	observer	False	NaN
3195.5	K_{s}	47.1	13.791	0.048	0	2030.3	88.5	0	days	seconds	Vega	apparent	microJy	PAIRITEL	observer	False	NaN
3268.5	K_{s}	47.1	13.905	0.052	0	1827.9	84.9	0	days	seconds	Vega	apparent	microJy	PAIRITEL	observer	False	NaN
3340.5	K_{s}	47.1	13.752	0.047	0	2104.6	90.0	0	days	seconds	Vega	apparent	microJy	PAIRITEL	observer	False	NaN
3414.0	K_{s}	47.1	13.816	0.048	0	1983.4	85.5	0	days	seconds	Vega	apparent	microJy	PAIRITEL	observer	False	NaN
3486.5	K_{s}	47.1	13.93	0.048	0	1786.3	77.2	0	days	seconds	Vega	apparent	microJy	PAIRITEL	observer	False	NaN
3632.0	K_{s}	47.1	14.083	0.056	0	1551.8	77.9	0	days	seconds	Vega	apparent	microJy	PAIRITEL	observer	False	NaN
3892.5	K_{s}	227.6	14.216	0.046	0	1373.3	57.3	0	days	seconds	Vega	apparent	microJy	PAIRITEL	observer	False	NaN
4251.0	K_{s}	235.4	14.376	0.047	0	1185.1	50.1	0	days	seconds	Vega	apparent	microJy	PAIRITEL	observer	False	NaN
4613.0	K_{s}	235.4	14.509	0.049	0	1048.3	46.6	0	days	seconds	Vega	apparent	microJy	PAIRITEL	observer	False	NaN
4975.5	K_{s}	235.4	14.562	0.049	0	997.9	43.7	0	days	seconds	Vega	apparent	microJy	PAIRITEL	observer	False	NaN
5338.5	K_{s}	235.4	14.846	0.053	0	768.7	36.5	0	days	seconds	Vega	apparent	microJy	PAIRITEL	observer	False	NaN
5703.0	K_{s}	235.4	14.653	0.05	0	917.8	41.4	0	days	seconds	Vega	apparent	microJy	PAIRITEL	observer	False	NaN
6068.5	K_{s}	235.4	14.835	0.055	0	776.2	38.6	0	days	seconds	Vega	apparent	microJy	PAIRITEL	observer	False	NaN
6431.5	K_{s}	235.4	14.854	0.052	0	762.7	35.7	0	days	seconds	Vega	apparent	microJy	PAIRITEL	observer	False	NaN
6860.0	K_{s}	313.9	14.989	0.053	0	673.5	32.1	0	days	seconds	Vega	apparent	microJy	PAIRITEL	observer	False	NaN
7559.0	K_{s}	423.8	15.173	0.053	0	568.6	27.3	0	days	seconds	Vega	apparent	microJy	PAIRITEL	observer	False	NaN
8284.5	K_{s}	376.7	15.394	0.064	0	463.9	26.7	0	days	seconds	Vega	apparent	microJy	PAIRITEL	observer	False	NaN
8973.0	K_{s}	470.9	15.357	0.055	0	480.0	23.8	0	days	seconds	Vega	apparent	microJy	PAIRITEL	observer	False	NaN
9771.0	K_{s}	282.5	15.335	0.071	0	490.0	31.0	0	days	seconds	Vega	apparent	microJy	PAIRITEL	observer	False	NaN
10424.0	K_{s}	470.9	15.504	0.062	0	419.1	23.2	0	days	seconds	Vega	apparent	microJy	PAIRITEL	observer	False	NaN
11738.5	K_{s}	1169.3	15.708	0.057	0	347.5	17.7	0	days	seconds	Vega	apparent	microJy	PAIRITEL	observer	False	NaN
13521.5	K_{s}	1138.0	15.874	0.068	0	298.1	18.1	0	days	seconds	Vega	apparent	microJy	PAIRITEL	observer	False	NaN
15328.5	K_{s}	1169.3	16.143	0.066	0	232.6	13.7	0	days	seconds	Vega	apparent	microJy	PAIRITEL	observer	False	NaN
17104.0	K_{s}	753.4	16.146	0.079	0	232.1	16.2	0	days	seconds	Vega	apparent	microJy	PAIRITEL	observer	False	NaN
19096.0	K_{s}	965.3	16.399	0.098	0	183.8	15.8	0	days	seconds	Vega	apparent	microJy	PAIRITEL	observer	False	NaN
21321.0	K_{s}	1404.8	16.491	0.094	0	168.8	14.0	0	days	seconds	Vega	apparent	microJy	PAIRITEL	observer	False	NaN
