date	freq	flux_density	flux_density_limit	dflux_density	instrument	date_unit	freq_unit	flux_density_unit	time_frame	extinction_corrected	time	time_unit	dtime
2008-Mar-20.0-Mar-20.5	97.0	0.41	0	0.12	IRAM	yyyy-month-deciday-month-deciday	GHz	milliJy	observer	False	0.991099537037037	days	0.2499999999999999
2008-Mar-23.0-Mar-23.5	97.0	0.35	0	0.19	IRAM	yyyy-month-deciday-month-deciday	GHz	milliJy	observer	False	3.991099537037037	days	0.25
2008-Mar-27.0-Mar-27.5	97.0	0.2	0	0.09	IRAM	yyyy-month-deciday-month-deciday	GHz	milliJy	observer	False	7.991099537037037	days	0.25
2008-Mar-28.0-Mar-28.5	4.8	4.0	1	NaN	RATAN	yyyy-month-deciday-month-deciday	GHz	milliJy	observer	False	8.991099537037037	days	0.2499999999999999
2008-Mar-30.0-Mar-30.5	4.8	4.0	1	NaN	RATAN	yyyy-month-deciday-month-deciday	GHz	milliJy	observer	False	10.991099537037035	days	0.2499999999999999
2008-Apr-08.0-Apr-08.5	4.8	3.0	1	NaN	RATAN	yyyy-month-deciday-month-deciday	GHz	milliJy	observer	False	19.99109953703704	days	0.25
2008-May-25.0-May-25.5	2.0	3.0	1	NaN	RT-22	yyyy-month-deciday-month-deciday	GHz	milliJy	observer	False	66.99109953703703	days	0.2499999999999999
2008-May-25.0-May-25.5	8.0	3.0	1	NaN	RT-22	yyyy-month-deciday-month-deciday	GHz	milliJy	observer	False	66.99109953703703	days	0.2499999999999999
